"U.S. Department of Energy, The Energy Information Administration (EIA)",,,,,
"Monthly Generation Data by State, Producer Sector and Energy Source; Months Through December 2015",,,,,
Sources: EIA-923 Report,,,,,
,,,,,
YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2015,7,MN,"Combined Heat and Power, Electric Power",Other Biomass,4304.75
2015,7,MN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,19623.13
2015,7,MN,"Electric Generators, Independent Power Producers",Total,535189.62
2015,7,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,12911.32
2015,7,MN,"Electric Generators, Independent Power Producers",Natural Gas,83449
2015,7,MN,"Electric Generators, Independent Power Producers",Other,12454.45
2015,7,MN,"Electric Generators, Independent Power Producers",Petroleum,918.34
2015,7,MN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,328.27
2015,7,MN,"Electric Generators, Independent Power Producers",Other Biomass,30955.75
2015,7,MN,"Electric Generators, Independent Power Producers",Wind,370614.19
2015,7,MN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,23558.31
2015,7,MN,"Electric Generators, Electric Utilities",Total,4802333.29
2015,7,MN,"Electric Generators, Electric Utilities",Coal,2525182.56
2015,7,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,23728.26
2015,7,MN,"Electric Generators, Electric Utilities",Natural Gas,854283.14
2015,7,MN,"Electric Generators, Electric Utilities",Nuclear,1257580
2015,7,MN,"Electric Generators, Electric Utilities",Other,16745.26
2015,7,MN,"Electric Generators, Electric Utilities",Petroleum,2139.39
2015,7,MN,"Electric Generators, Electric Utilities",Other Biomass,20679.43
2015,7,MN,"Electric Generators, Electric Utilities",Wind,86457.2
2015,7,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,15538.06
2015,7,MO,Total Electric Power Industry,Total,8508332.94
2015,7,MO,Total Electric Power Industry,Coal,6519892.79
2015,7,MO,Total Electric Power Industry,Pumped Storage,83863
2015,7,MO,Total Electric Power Industry,Hydroelectric Conventional,295386.07
2015,7,MO,Total Electric Power Industry,Natural Gas,756360.76
2015,7,MO,Total Electric Power Industry,Nuclear,784224
2015,7,MO,Total Electric Power Industry,Other,4470.36
2015,7,MO,Total Electric Power Industry,Petroleum,8676.13
2015,7,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,2629.24
2015,7,MO,Total Electric Power Industry,Other Biomass,6267.47
2015,7,MO,Total Electric Power Industry,Wind,41154.14
2015,7,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,5408.99
2015,7,MO,"Combined Heat and Power, Industrial Power",Total,3092.52
2015,7,MO,"Combined Heat and Power, Industrial Power",Coal,2730.35
2015,7,MO,"Combined Heat and Power, Industrial Power",Natural Gas,328.23
2015,7,MO,"Combined Heat and Power, Industrial Power",Petroleum,0
2015,7,MO,"Combined Heat and Power, Industrial Power",Other Biomass,33.93
2015,7,MO,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2015,7,MO,"Combined Heat and Power, Commercial Power",Total,18679.33
2015,7,MO,"Combined Heat and Power, Commercial Power",Coal,5265.46
2015,7,MO,"Combined Heat and Power, Commercial Power",Natural Gas,7988.56
2015,7,MO,"Combined Heat and Power, Commercial Power",Petroleum,16.33
2015,7,MO,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,5408.99
2015,7,MO,"Combined Heat and Power, Electric Power",Total,5212.09
2015,7,MO,"Combined Heat and Power, Electric Power",Coal,2542.61
2015,7,MO,"Combined Heat and Power, Electric Power",Natural Gas,2669.49
2015,7,MO,"Combined Heat and Power, Electric Power",Petroleum,0
2015,7,MO,"Electric Generators, Independent Power Producers",Total,286021.96
2015,7,MO,"Electric Generators, Independent Power Producers",Coal,0
2015,7,MO,"Electric Generators, Independent Power Producers",Natural Gas,240307
2015,7,MO,"Electric Generators, Independent Power Producers",Petroleum,0
2015,7,MO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2629.24
2015,7,MO,"Electric Generators, Independent Power Producers",Other Biomass,1931.58
2015,7,MO,"Electric Generators, Independent Power Producers",Wind,41154.14
2015,7,MO,"Electric Generators, Electric Utilities",Total,8195327.04
2015,7,MO,"Electric Generators, Electric Utilities",Coal,6509354.38
2015,7,MO,"Electric Generators, Electric Utilities",Pumped Storage,83863
2015,7,MO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,295386.07
2015,7,MO,"Electric Generators, Electric Utilities",Natural Gas,505067.48
2015,7,MO,"Electric Generators, Electric Utilities",Nuclear,784224
2015,7,MO,"Electric Generators, Electric Utilities",Other,4470.36
2015,7,MO,"Electric Generators, Electric Utilities",Petroleum,8659.8
2015,7,MO,"Electric Generators, Electric Utilities",Other Biomass,4301.96
2015,7,MO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,7,MS,Total Electric Power Industry,Total,6617417.37
2015,7,MS,Total Electric Power Industry,Coal,842870.12
2015,7,MS,Total Electric Power Industry,Natural Gas,4606989.87
2015,7,MS,Total Electric Power Industry,Nuclear,1030521
2015,7,MS,Total Electric Power Industry,Other,435.9
2015,7,MS,Total Electric Power Industry,Petroleum,1170.22
2015,7,MS,Total Electric Power Industry,Other Biomass,1365.92
2015,7,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,134064.34
2015,7,MS,"Combined Heat and Power, Industrial Power",Total,165718.93
2015,7,MS,"Combined Heat and Power, Industrial Power",Coal,0
2015,7,MS,"Combined Heat and Power, Industrial Power",Natural Gas,30881.27
2015,7,MS,"Combined Heat and Power, Industrial Power",Other,435.9
2015,7,MS,"Combined Heat and Power, Industrial Power",Petroleum,62.06
2015,7,MS,"Combined Heat and Power, Industrial Power",Other Biomass,275.36
2015,7,MS,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,134064.34
2015,7,MS,"Combined Heat and Power, Commercial Power",Total,1912.31
2015,7,MS,"Combined Heat and Power, Commercial Power",Natural Gas,1912.31
2015,7,MS,"Electric Generators, Independent Power Producers",Total,888601.56
2015,7,MS,"Electric Generators, Independent Power Producers",Coal,315391
2015,7,MS,"Electric Generators, Independent Power Producers",Natural Gas,572120
2015,7,MS,"Electric Generators, Independent Power Producers",Other Biomass,1090.56
2015,7,MS,"Electric Generators, Electric Utilities",Total,5561184.56
2015,7,MS,"Electric Generators, Electric Utilities",Coal,527479.12
2015,7,MS,"Electric Generators, Electric Utilities",Natural Gas,4002076.28
2015,7,MS,"Electric Generators, Electric Utilities",Nuclear,1030521
2015,7,MS,"Electric Generators, Electric Utilities",Petroleum,1108.16
2015,7,MS,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,7,MT,Total Electric Power Industry,Total,2486913.33
2015,7,MT,Total Electric Power Industry,Coal,1488551.68
2015,7,MT,Total Electric Power Industry,Hydroelectric Conventional,704370.35
2015,7,MT,Total Electric Power Industry,Natural Gas,90717.72
2015,7,MT,Total Electric Power Industry,Other Gases,2445.05
2015,7,MT,Total Electric Power Industry,Other,27144
2015,7,MT,Total Electric Power Industry,Petroleum,42223.37
2015,7,MT,Total Electric Power Industry,Wind,130258.69
2015,7,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,1202.49
2015,7,MT,"Combined Heat and Power, Industrial Power",Total,1797.66
2015,7,MT,"Combined Heat and Power, Industrial Power",Coal,595.18
2015,7,MT,"Combined Heat and Power, Industrial Power",Natural Gas,0
2015,7,MT,"Combined Heat and Power, Industrial Power",Other Gases,0
2015,7,MT,"Combined Heat and Power, Industrial Power",Petroleum,0
2015,7,MT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1202.49
2015,7,MT,"Combined Heat and Power, Electric Power",Total,43019
2015,7,MT,"Combined Heat and Power, Electric Power",Other Gases,2445.05
2015,7,MT,"Combined Heat and Power, Electric Power",Petroleum,40573.95
2015,7,MT,"Electric Generators, Independent Power Producers",Total,1624446.85
2015,7,MT,"Electric Generators, Independent Power Producers",Coal,1460057.12
2015,7,MT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,10208.8
2015,7,MT,"Electric Generators, Independent Power Producers",Natural Gas,8503.14
2015,7,MT,"Electric Generators, Independent Power Producers",Other,27144
2015,7,MT,"Electric Generators, Independent Power Producers",Petroleum,1125.09
2015,7,MT,"Electric Generators, Independent Power Producers",Wind,117408.69
2015,7,MT,"Electric Generators, Electric Utilities",Total,817649.82
2015,7,MT,"Electric Generators, Electric Utilities",Coal,27899.38
2015,7,MT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,694161.55
2015,7,MT,"Electric Generators, Electric Utilities",Natural Gas,82214.58
2015,7,MT,"Electric Generators, Electric Utilities",Petroleum,524.32
2015,7,MT,"Electric Generators, Electric Utilities",Wind,12850
2015,7,NC,Total Electric Power Industry,Total,13404114.78
2015,7,NC,Total Electric Power Industry,Coal,5387119.82
2015,7,NC,Total Electric Power Industry,Pumped Storage,1
2015,7,NC,Total Electric Power Industry,Hydroelectric Conventional,354238.99
2015,7,NC,Total Electric Power Industry,Natural Gas,3448366.19
2015,7,NC,Total Electric Power Industry,Nuclear,3768998
2015,7,NC,Total Electric Power Industry,Other,31541.72
2015,7,NC,Total Electric Power Industry,Petroleum,15923.35
2015,7,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,181874.55
2015,7,NC,Total Electric Power Industry,Other Biomass,44691.3
2015,7,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,171359.85
2015,7,NC,"Combined Heat and Power, Industrial Power",Total,149549.09
2015,7,NC,"Combined Heat and Power, Industrial Power",Coal,25795.02
2015,7,NC,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,534.8
2015,7,NC,"Combined Heat and Power, Industrial Power",Natural Gas,16201.99
2015,7,NC,"Combined Heat and Power, Industrial Power",Other,0
2015,7,NC,"Combined Heat and Power, Industrial Power",Petroleum,987.6
2015,7,NC,"Combined Heat and Power, Industrial Power",Other Biomass,187.85
2015,7,NC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,105841.84
2015,7,NC,"Combined Heat and Power, Commercial Power",Total,19490.01
2015,7,NC,"Combined Heat and Power, Commercial Power",Coal,1977.71
2015,7,NC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,859.7
2015,7,NC,"Combined Heat and Power, Commercial Power",Natural Gas,589.29
2015,7,NC,"Combined Heat and Power, Commercial Power",Petroleum,14.23
2015,7,NC,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,8928.72
2015,7,NC,"Combined Heat and Power, Commercial Power",Other Biomass,7120.36
2015,7,NC,"Combined Heat and Power, Electric Power",Total,145291.68
2015,7,NC,"Combined Heat and Power, Electric Power",Coal,96495.58
2015,7,NC,"Combined Heat and Power, Electric Power",Other,22831.51
2015,7,NC,"Combined Heat and Power, Electric Power",Petroleum,450.1
2015,7,NC,"Combined Heat and Power, Electric Power",Other Biomass,2099.08
2015,7,NC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,23415.41
2015,7,NC,"Electric Generators, Independent Power Producers",Total,764478.11
2015,7,NC,"Electric Generators, Independent Power Producers",Coal,5619.19
2015,7,NC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5830.46
2015,7,NC,"Electric Generators, Independent Power Producers",Natural Gas,494422
2015,7,NC,"Electric Generators, Independent Power Producers",Other,8710.21
2015,7,NC,"Electric Generators, Independent Power Producers",Petroleum,351.05
2015,7,NC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,172158.59
2015,7,NC,"Electric Generators, Independent Power Producers",Other Biomass,35284.01
2015,7,NC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,42102.6
2015,7,NC,"Electric Generators, Electric Utilities",Total,12325305.89
2015,7,NC,"Electric Generators, Electric Utilities",Coal,5257232.34
2015,7,NC,"Electric Generators, Electric Utilities",Pumped Storage,1
2015,7,NC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,347014.03
2015,7,NC,"Electric Generators, Electric Utilities",Natural Gas,2937152.91
2015,7,NC,"Electric Generators, Electric Utilities",Nuclear,3768998
2015,7,NC,"Electric Generators, Electric Utilities",Petroleum,14120.38
2015,7,NC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,787.24
2015,7,ND,Total Electric Power Industry,Total,3239150.98
2015,7,ND,Total Electric Power Industry,Coal,2568514.53
2015,7,ND,Total Electric Power Industry,Hydroelectric Conventional,202296
2015,7,ND,Total Electric Power Industry,Natural Gas,53779.03
2015,7,ND,Total Electric Power Industry,Other Gases,4349.39
2015,7,ND,Total Electric Power Industry,Other,2622.3
2015,7,ND,Total Electric Power Industry,Petroleum,2578.59
2015,7,ND,Total Electric Power Industry,Other Biomass,0
2015,7,ND,Total Electric Power Industry,Wind,405011.14
2015,7,ND,"Combined Heat and Power, Industrial Power",Total,14396.25
2015,7,ND,"Combined Heat and Power, Industrial Power",Coal,7454.72
2015,7,ND,"Combined Heat and Power, Industrial Power",Natural Gas,2571.65
2015,7,ND,"Combined Heat and Power, Industrial Power",Other Gases,4349.39
2015,7,ND,"Combined Heat and Power, Industrial Power",Petroleum,20.49
2015,7,ND,"Combined Heat and Power, Industrial Power",Other Biomass,0
2015,7,ND,"Combined Heat and Power, Commercial Power",Total,11.49
2015,7,ND,"Combined Heat and Power, Commercial Power",Petroleum,11.49
2015,7,ND,"Electric Generators, Independent Power Producers",Total,236194.55
2015,7,ND,"Electric Generators, Independent Power Producers",Wind,236194.55
2015,7,ND,"Electric Generators, Electric Utilities",Total,2988548.69
2015,7,ND,"Electric Generators, Electric Utilities",Coal,2561059.81
2015,7,ND,"Electric Generators, Electric Utilities",Hydroelectric Conventional,202296
2015,7,ND,"Electric Generators, Electric Utilities",Natural Gas,51207.38
2015,7,ND,"Electric Generators, Electric Utilities",Other,2622.3
2015,7,ND,"Electric Generators, Electric Utilities",Petroleum,2546.61
2015,7,ND,"Electric Generators, Electric Utilities",Wind,168816.59
2015,7,NE,Total Electric Power Industry,Total,3779636.02
2015,7,NE,Total Electric Power Industry,Coal,2553347.28
2015,7,NE,Total Electric Power Industry,Hydroelectric Conventional,80467.95
2015,7,NE,Total Electric Power Industry,Natural Gas,143922.92
2015,7,NE,Total Electric Power Industry,Nuclear,823201
2015,7,NE,Total Electric Power Industry,Other,0
2015,7,NE,Total Electric Power Industry,Petroleum,3723.79
2015,7,NE,Total Electric Power Industry,Other Biomass,5232.37
2015,7,NE,Total Electric Power Industry,Wind,169740.72
2015,7,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,7,NE,"Combined Heat and Power, Industrial Power",Total,33091.89
2015,7,NE,"Combined Heat and Power, Industrial Power",Coal,33091.89
2015,7,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0
2015,7,NE,"Combined Heat and Power, Industrial Power",Other,0
2015,7,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0
2015,7,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2015,7,NE,"Combined Heat and Power, Commercial Power",Total,1204.94
2015,7,NE,"Combined Heat and Power, Commercial Power",Natural Gas,22.67
2015,7,NE,"Combined Heat and Power, Commercial Power",Other Biomass,1182.28
2015,7,NE,"Electric Generators, Independent Power Producers",Total,155830.04
2015,7,NE,"Electric Generators, Independent Power Producers",Wind,155830.04
2015,7,NE,"Electric Generators, Electric Utilities",Total,3589509.15
2015,7,NE,"Electric Generators, Electric Utilities",Coal,2520255.38
2015,7,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,80467.95
2015,7,NE,"Electric Generators, Electric Utilities",Natural Gas,143900.25
2015,7,NE,"Electric Generators, Electric Utilities",Nuclear,823201
2015,7,NE,"Electric Generators, Electric Utilities",Petroleum,3723.79
2015,7,NE,"Electric Generators, Electric Utilities",Other Biomass,4050.09
2015,7,NE,"Electric Generators, Electric Utilities",Wind,13910.68
2015,7,NH,Total Electric Power Industry,Total,1847523.52
2015,7,NH,Total Electric Power Industry,Coal,18627.21
2015,7,NH,Total Electric Power Industry,Hydroelectric Conventional,119655.94
2015,7,NH,Total Electric Power Industry,Natural Gas,590592.56
2015,7,NH,Total Electric Power Industry,Nuclear,926131
2015,7,NH,Total Electric Power Industry,Other,4695.76
2015,7,NH,Total Electric Power Industry,Petroleum,2625.81
2015,7,NH,Total Electric Power Industry,Other Biomass,11967.49
2015,7,NH,Total Electric Power Industry,Wind,22687.27
2015,7,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,150540.48
2015,7,NH,"Combined Heat and Power, Industrial Power",Total,2972.18
2015,7,NH,"Combined Heat and Power, Industrial Power",Natural Gas,2964.81
2015,7,NH,"Combined Heat and Power, Industrial Power",Petroleum,7.38
2015,7,NH,"Combined Heat and Power, Commercial Power",Total,6054.97
2015,7,NH,"Combined Heat and Power, Commercial Power",Natural Gas,1468.68
2015,7,NH,"Combined Heat and Power, Commercial Power",Petroleum,720.69
2015,7,NH,"Combined Heat and Power, Commercial Power",Other Biomass,3865.59
2015,7,NH,"Electric Generators, Independent Power Producers",Total,1756163.79
2015,7,NH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,93172.19
2015,7,NH,"Electric Generators, Independent Power Producers",Natural Gas,581292.6
2015,7,NH,"Electric Generators, Independent Power Producers",Nuclear,926131
2015,7,NH,"Electric Generators, Independent Power Producers",Other,4695.76
2015,7,NH,"Electric Generators, Independent Power Producers",Petroleum,29.98
2015,7,NH,"Electric Generators, Independent Power Producers",Other Biomass,7828.84
2015,7,NH,"Electric Generators, Independent Power Producers",Wind,22687.27
2015,7,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,120326.15
2015,7,NH,"Electric Generators, Electric Utilities",Total,82332.58
2015,7,NH,"Electric Generators, Electric Utilities",Coal,18627.21
2015,7,NH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,26483.74
2015,7,NH,"Electric Generators, Electric Utilities",Natural Gas,4866.48
2015,7,NH,"Electric Generators, Electric Utilities",Petroleum,1867.76
2015,7,NH,"Electric Generators, Electric Utilities",Other Biomass,273.06
2015,7,NH,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,30214.33
2015,7,NJ,Total Electric Power Industry,Total,7219101.94
2015,7,NJ,Total Electric Power Industry,Coal,119816.3
2015,7,NJ,Total Electric Power Industry,Pumped Storage,-20217
2015,7,NJ,Total Electric Power Industry,Hydroelectric Conventional,2915.41
2015,7,NJ,Total Electric Power Industry,Natural Gas,3842150.52
2015,7,NJ,Total Electric Power Industry,Nuclear,3029212
2015,7,NJ,Total Electric Power Industry,Other Gases,18175.99
2015,7,NJ,Total Electric Power Industry,Other,47497.19
2015,7,NJ,Total Electric Power Industry,Petroleum,10001.05
2015,7,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,81135.56
2015,7,NJ,Total Electric Power Industry,Other Biomass,87062.4
2015,7,NJ,Total Electric Power Industry,Wind,1352.51
2015,7,NJ,"Combined Heat and Power, Industrial Power",Total,60518.8
2015,7,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,38748.92
2015,7,NJ,"Combined Heat and Power, Industrial Power",Other Gases,18175.99
2015,7,NJ,"Combined Heat and Power, Industrial Power",Other,0
2015,7,NJ,"Combined Heat and Power, Industrial Power",Petroleum,3442.69
2015,7,NJ,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,151.2
2015,7,NJ,"Combined Heat and Power, Commercial Power",Total,63196.22
2015,7,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,18983.49
2015,7,NJ,"Combined Heat and Power, Commercial Power",Other,12682.55
2015,7,NJ,"Combined Heat and Power, Commercial Power",Petroleum,49.8
2015,7,NJ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,16852.61
2015,7,NJ,"Combined Heat and Power, Commercial Power",Other Biomass,14627.77
2015,7,NJ,"Combined Heat and Power, Electric Power",Total,607773.53
2015,7,NJ,"Combined Heat and Power, Electric Power",Coal,103664.87
2015,7,NJ,"Combined Heat and Power, Electric Power",Natural Gas,498437.98
2015,7,NJ,"Combined Heat and Power, Electric Power",Petroleum,355.91
2015,7,NJ,"Combined Heat and Power, Electric Power",Other Biomass,5314.77
2015,7,NJ,"Electric Generators, Independent Power Producers",Total,6486777.45
2015,7,NJ,"Electric Generators, Independent Power Producers",Coal,16151.43
2015,7,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2915.41
2015,7,NJ,"Electric Generators, Independent Power Producers",Natural Gas,3274541.03
2015,7,NJ,"Electric Generators, Independent Power Producers",Nuclear,3029212
2015,7,NJ,"Electric Generators, Independent Power Producers",Other,34814.64
2015,7,NJ,"Electric Generators, Independent Power Producers",Petroleum,6065.88
2015,7,NJ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,54604.68
2015,7,NJ,"Electric Generators, Independent Power Producers",Other Biomass,67119.86
2015,7,NJ,"Electric Generators, Independent Power Producers",Wind,1352.51
2015,7,NJ,"Electric Generators, Electric Utilities",Total,835.94
2015,7,NJ,"Electric Generators, Electric Utilities",Coal,0
2015,7,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-20217
2015,7,NJ,"Electric Generators, Electric Utilities",Natural Gas,11439.1
2015,7,NJ,"Electric Generators, Electric Utilities",Petroleum,86.77
2015,7,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,9527.07
2015,7,NM,Total Electric Power Industry,Total,3148291.4
2015,7,NM,Total Electric Power Industry,Coal,1989667.76
2015,7,NM,Total Electric Power Industry,Geothermal,1161.82
2015,7,NM,Total Electric Power Industry,Hydroelectric Conventional,10602.77
2015,7,NM,Total Electric Power Industry,Natural Gas,955860.45
2015,7,NM,Total Electric Power Industry,Other,35.18
2015,7,NM,Total Electric Power Industry,Petroleum,6143.49
2015,7,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,65928.01
2015,7,NM,Total Electric Power Industry,Other Biomass,1215.59
2015,7,NM,Total Electric Power Industry,Wind,117676.34
2015,7,NM,"Combined Heat and Power, Industrial Power",Total,3435.83
2015,7,NM,"Combined Heat and Power, Industrial Power",Natural Gas,3423.38
2015,7,NM,"Combined Heat and Power, Industrial Power",Petroleum,12.44
2015,7,NM,"Combined Heat and Power, Commercial Power",Total,8946.38
2015,7,NM,"Combined Heat and Power, Commercial Power",Natural Gas,8661.38
2015,7,NM,"Combined Heat and Power, Commercial Power",Wind,285
2015,7,NM,"Combined Heat and Power, Electric Power",Total,24854.42
2015,7,NM,"Combined Heat and Power, Electric Power",Natural Gas,23638.83
2015,7,NM,"Combined Heat and Power, Electric Power",Other Biomass,1215.59
2015,7,NM,"Electric Generators, Independent Power Producers",Total,512230.11
2015,7,NM,"Electric Generators, Independent Power Producers",Geothermal,1161.82
2015,7,NM,"Electric Generators, Independent Power Producers",Natural Gas,343627
2015,7,NM,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,50049.96
2015,7,NM,"Electric Generators, Independent Power Producers",Wind,117391.34
2015,7,NM,"Electric Generators, Electric Utilities",Total,2598824.66
2015,7,NM,"Electric Generators, Electric Utilities",Coal,1989667.76
2015,7,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,10602.77
2015,7,NM,"Electric Generators, Electric Utilities",Natural Gas,576509.85
2015,7,NM,"Electric Generators, Electric Utilities",Other,35.18
2015,7,NM,"Electric Generators, Electric Utilities",Petroleum,6131.05
2015,7,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,15878.05
2015,7,NV,Total Electric Power Industry,Total,3842592.66
2015,7,NV,Total Electric Power Industry,Coal,399889.2
2015,7,NV,Total Electric Power Industry,Geothermal,278678.41
2015,7,NV,Total Electric Power Industry,Hydroelectric Conventional,166763.89
2015,7,NV,Total Electric Power Industry,Natural Gas,2797790.91
2015,7,NV,Total Electric Power Industry,Other Gases,536.25
2015,7,NV,Total Electric Power Industry,Other,1232.42
2015,7,NV,Total Electric Power Industry,Petroleum,1611.5
2015,7,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,166886.52
2015,7,NV,Total Electric Power Industry,Other Biomass,2150.55
2015,7,NV,Total Electric Power Industry,Wind,27053
2015,7,NV,"Combined Heat and Power, Industrial Power",Total,21413.09
2015,7,NV,"Combined Heat and Power, Industrial Power",Natural Gas,21137.98
2015,7,NV,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,275.12
2015,7,NV,"Combined Heat and Power, Commercial Power",Total,14792.88
2015,7,NV,"Combined Heat and Power, Commercial Power",Natural Gas,5092.94
2015,7,NV,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,9699.94
2015,7,NV,"Combined Heat and Power, Electric Power",Total,153005.31
2015,7,NV,"Combined Heat and Power, Electric Power",Natural Gas,152469.06
2015,7,NV,"Combined Heat and Power, Electric Power",Other Gases,536.25
2015,7,NV,"Combined Heat and Power, Electric Power",Petroleum,0
2015,7,NV,"Electric Generators, Independent Power Producers",Total,558234.7
2015,7,NV,"Electric Generators, Independent Power Producers",Coal,90399.89
2015,7,NV,"Electric Generators, Independent Power Producers",Geothermal,278678.41
2015,7,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2520.27
2015,7,NV,"Electric Generators, Independent Power Producers",Natural Gas,306
2015,7,NV,"Electric Generators, Independent Power Producers",Petroleum,215.11
2015,7,NV,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,156911.47
2015,7,NV,"Electric Generators, Independent Power Producers",Other Biomass,2150.55
2015,7,NV,"Electric Generators, Independent Power Producers",Wind,27053
2015,7,NV,"Electric Generators, Electric Utilities",Total,3095146.68
2015,7,NV,"Electric Generators, Electric Utilities",Coal,309489.31
2015,7,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,164243.63
2015,7,NV,"Electric Generators, Electric Utilities",Natural Gas,2618784.93
2015,7,NV,"Electric Generators, Electric Utilities",Other,1232.42
2015,7,NV,"Electric Generators, Electric Utilities",Petroleum,1396.39
2015,7,NY,Total Electric Power Industry,Total,13461709.69
2015,7,NY,Total Electric Power Industry,Coal,213346.22
2015,7,NY,Total Electric Power Industry,Pumped Storage,-33358
2015,7,NY,Total Electric Power Industry,Hydroelectric Conventional,2557072.26
2015,7,NY,Total Electric Power Industry,Natural Gas,6274664.04
2015,7,NY,Total Electric Power Industry,Nuclear,3899291
2015,7,NY,Total Electric Power Industry,Other Gases,0
2015,7,NY,Total Electric Power Industry,Other,84835.18
2015,7,NY,Total Electric Power Industry,Petroleum,46383.35
2015,7,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,10486.53
2015,7,NY,Total Electric Power Industry,Other Biomass,153249.5
2015,7,NY,Total Electric Power Industry,Wind,184969.23
2015,7,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,70770.37
2015,7,NY,"Combined Heat and Power, Industrial Power",Total,77393.66
2015,7,NY,"Combined Heat and Power, Industrial Power",Coal,25892.19
2015,7,NY,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,6597.68
2015,7,NY,"Combined Heat and Power, Industrial Power",Natural Gas,19615.57
2015,7,NY,"Combined Heat and Power, Industrial Power",Other Gases,0
2015,7,NY,"Combined Heat and Power, Industrial Power",Petroleum,2550.32
2015,7,NY,"Combined Heat and Power, Industrial Power",Wind,375.6
2015,7,NY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,22362.31
2015,7,NY,"Combined Heat and Power, Commercial Power",Total,116292.5
2015,7,NY,"Combined Heat and Power, Commercial Power",Coal,0
2015,7,NY,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,323.19
2015,7,NY,"Combined Heat and Power, Commercial Power",Natural Gas,69305.14
