"U.S. Department of Energy, The Energy Information Administration (EIA)",,,,,
"Monthly Generation Data by State, Producer Sector and Energy Source; Months Through December 2015",,,,,
Sources: EIA-923 Report,,,,,
,,,,,
YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2015,2,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,38642.72
2015,2,GA,"Electric Generators, Electric Utilities",Total,8744457.25
2015,2,GA,"Electric Generators, Electric Utilities",Coal,3660021.46
2015,2,GA,"Electric Generators, Electric Utilities",Pumped Storage,-66030
2015,2,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,213903.13
2015,2,GA,"Electric Generators, Electric Utilities",Natural Gas,2578535.73
2015,2,GA,"Electric Generators, Electric Utilities",Nuclear,2343303
2015,2,GA,"Electric Generators, Electric Utilities",Petroleum,13850.55
2015,2,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,873.38
2015,2,HI,Total Electric Power Industry,Total,823921.96
2015,2,HI,Total Electric Power Industry,Coal,103951.32
2015,2,HI,Total Electric Power Industry,Geothermal,15851
2015,2,HI,Total Electric Power Industry,Hydroelectric Conventional,7750.93
2015,2,HI,Total Electric Power Industry,Other Gases,5912.01
2015,2,HI,Total Electric Power Industry,Other,16217.98
2015,2,HI,Total Electric Power Industry,Petroleum,601099.5
2015,2,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,4535.81
2015,2,HI,Total Electric Power Industry,Other Biomass,28946.39
2015,2,HI,Total Electric Power Industry,Wind,39657.03
2015,2,HI,"Combined Heat and Power, Industrial Power",Total,34135.63
2015,2,HI,"Combined Heat and Power, Industrial Power",Coal,3446.02
2015,2,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,5275.52
2015,2,HI,"Combined Heat and Power, Industrial Power",Other Gases,5912.01
2015,2,HI,"Combined Heat and Power, Industrial Power",Petroleum,10323.06
2015,2,HI,"Combined Heat and Power, Industrial Power",Other Biomass,9179.03
2015,2,HI,"Combined Heat and Power, Commercial Power",Total,31904
2015,2,HI,"Combined Heat and Power, Commercial Power",Other,15499.24
2015,2,HI,"Combined Heat and Power, Commercial Power",Petroleum,272.4
2015,2,HI,"Combined Heat and Power, Commercial Power",Other Biomass,16132.37
2015,2,HI,"Combined Heat and Power, Electric Power",Total,217912
2015,2,HI,"Combined Heat and Power, Electric Power",Coal,100505.3
2015,2,HI,"Combined Heat and Power, Electric Power",Other,718.75
2015,2,HI,"Combined Heat and Power, Electric Power",Petroleum,116687.95
2015,2,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2015,2,HI,"Electric Generators, Independent Power Producers",Total,111849.91
2015,2,HI,"Electric Generators, Independent Power Producers",Geothermal,15851
2015,2,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,39
2015,2,HI,"Electric Generators, Independent Power Producers",Other,0
2015,2,HI,"Electric Generators, Independent Power Producers",Petroleum,53672.62
2015,2,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2630.26
2015,2,HI,"Electric Generators, Independent Power Producers",Wind,39657.03
2015,2,HI,"Electric Generators, Electric Utilities",Total,428120.43
2015,2,HI,"Electric Generators, Electric Utilities",Coal,0
2015,2,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2436.41
2015,2,HI,"Electric Generators, Electric Utilities",Other,0
2015,2,HI,"Electric Generators, Electric Utilities",Petroleum,420143.48
2015,2,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1905.55
2015,2,HI,"Electric Generators, Electric Utilities",Other Biomass,3635
2015,2,IA,Total Electric Power Industry,Total,5407583.51
2015,2,IA,Total Electric Power Industry,Coal,3087018.44
2015,2,IA,Total Electric Power Industry,Hydroelectric Conventional,92605.99
2015,2,IA,Total Electric Power Industry,Natural Gas,203706.2
2015,2,IA,Total Electric Power Industry,Nuclear,414738
2015,2,IA,Total Electric Power Industry,Other,0
2015,2,IA,Total Electric Power Industry,Petroleum,9082.18
2015,2,IA,Total Electric Power Industry,Other Biomass,18582.16
2015,2,IA,Total Electric Power Industry,Wind,1581727.22
2015,2,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,123.32
2015,2,IA,"Combined Heat and Power, Industrial Power",Total,182511.6
2015,2,IA,"Combined Heat and Power, Industrial Power",Coal,161194.98
2015,2,IA,"Combined Heat and Power, Industrial Power",Natural Gas,8809.84
2015,2,IA,"Combined Heat and Power, Industrial Power",Other,0
2015,2,IA,"Combined Heat and Power, Industrial Power",Petroleum,6479.61
2015,2,IA,"Combined Heat and Power, Industrial Power",Other Biomass,6027.17
2015,2,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2015,2,IA,"Combined Heat and Power, Commercial Power",Total,23678.21
2015,2,IA,"Combined Heat and Power, Commercial Power",Coal,12892.17
2015,2,IA,"Combined Heat and Power, Commercial Power",Natural Gas,7144.73
2015,2,IA,"Combined Heat and Power, Commercial Power",Petroleum,1143.27
2015,2,IA,"Combined Heat and Power, Commercial Power",Other Biomass,2085.58
2015,2,IA,"Combined Heat and Power, Commercial Power",Wind,289.14
2015,2,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,123.32
2015,2,IA,"Combined Heat and Power, Electric Power",Total,363.26
2015,2,IA,"Combined Heat and Power, Electric Power",Other Biomass,363.26
2015,2,IA,"Electric Generators, Independent Power Producers",Total,1087798.14
2015,2,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,666.78
2015,2,IA,"Electric Generators, Independent Power Producers",Natural Gas,9.05
2015,2,IA,"Electric Generators, Independent Power Producers",Nuclear,414738
2015,2,IA,"Electric Generators, Independent Power Producers",Petroleum,67.08
2015,2,IA,"Electric Generators, Independent Power Producers",Other Biomass,8132.82
2015,2,IA,"Electric Generators, Independent Power Producers",Wind,664184.42
2015,2,IA,"Electric Generators, Electric Utilities",Total,4113232.31
2015,2,IA,"Electric Generators, Electric Utilities",Coal,2912931.29
2015,2,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,91939.21
2015,2,IA,"Electric Generators, Electric Utilities",Natural Gas,187742.58
2015,2,IA,"Electric Generators, Electric Utilities",Petroleum,1392.23
2015,2,IA,"Electric Generators, Electric Utilities",Other Biomass,1973.33
2015,2,IA,"Electric Generators, Electric Utilities",Wind,917253.66
2015,2,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,2,ID,Total Electric Power Industry,Total,1219661.88
2015,2,ID,Total Electric Power Industry,Coal,6944.71
2015,2,ID,Total Electric Power Industry,Geothermal,7903.05
2015,2,ID,Total Electric Power Industry,Hydroelectric Conventional,880517.83
2015,2,ID,Total Electric Power Industry,Natural Gas,60444.26
2015,2,ID,Total Electric Power Industry,Other,0
2015,2,ID,Total Electric Power Industry,Petroleum,0.07
2015,2,ID,Total Electric Power Industry,Other Biomass,12476.1
2015,2,ID,Total Electric Power Industry,Wind,218070.19
2015,2,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,33305.65
2015,2,ID,"Combined Heat and Power, Industrial Power",Total,41100.38
2015,2,ID,"Combined Heat and Power, Industrial Power",Coal,6944.71
2015,2,ID,"Combined Heat and Power, Industrial Power",Natural Gas,3926.15
2015,2,ID,"Combined Heat and Power, Industrial Power",Other,0
2015,2,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2015,2,ID,"Combined Heat and Power, Industrial Power",Other Biomass,933.86
2015,2,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,29295.65
2015,2,ID,"Combined Heat and Power, Commercial Power",Total,0
2015,2,ID,"Combined Heat and Power, Commercial Power",Other Biomass,0
2015,2,ID,"Combined Heat and Power, Electric Power",Total,12925.29
2015,2,ID,"Combined Heat and Power, Electric Power",Natural Gas,5719.42
2015,2,ID,"Combined Heat and Power, Electric Power",Other Biomass,3195.88
2015,2,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,4010
2015,2,ID,"Electric Generators, Independent Power Producers",Total,319901.94
2015,2,ID,"Electric Generators, Independent Power Producers",Geothermal,7903.05
2015,2,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,48975.69
2015,2,ID,"Electric Generators, Independent Power Producers",Natural Gas,49365
2015,2,ID,"Electric Generators, Independent Power Producers",Other Biomass,7697
2015,2,ID,"Electric Generators, Independent Power Producers",Wind,205961.19
2015,2,ID,"Electric Generators, Electric Utilities",Total,845734.27
2015,2,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,831542.14
2015,2,ID,"Electric Generators, Electric Utilities",Natural Gas,1433.7
2015,2,ID,"Electric Generators, Electric Utilities",Petroleum,0.07
2015,2,ID,"Electric Generators, Electric Utilities",Other Biomass,649.37
2015,2,ID,"Electric Generators, Electric Utilities",Wind,12109
2015,2,IL,Total Electric Power Industry,Total,16137011.54
2015,2,IL,Total Electric Power Industry,Coal,7266044.58
2015,2,IL,Total Electric Power Industry,Hydroelectric Conventional,7588.46
2015,2,IL,Total Electric Power Industry,Natural Gas,726436.06
2015,2,IL,Total Electric Power Industry,Nuclear,7107124
2015,2,IL,Total Electric Power Industry,Other Gases,30971.01
2015,2,IL,Total Electric Power Industry,Other,18092.8
2015,2,IL,Total Electric Power Industry,Petroleum,5261.6
2015,2,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,4089.85
2015,2,IL,Total Electric Power Industry,Other Biomass,43795.88
2015,2,IL,Total Electric Power Industry,Wind,927607.29
2015,2,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,2,IL,"Combined Heat and Power, Industrial Power",Total,224101.42
2015,2,IL,"Combined Heat and Power, Industrial Power",Coal,143491.09
2015,2,IL,"Combined Heat and Power, Industrial Power",Natural Gas,31555.99
2015,2,IL,"Combined Heat and Power, Industrial Power",Other Gases,30971.01
2015,2,IL,"Combined Heat and Power, Industrial Power",Other,18082.9
2015,2,IL,"Combined Heat and Power, Industrial Power",Petroleum,0.43
2015,2,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2015,2,IL,"Combined Heat and Power, Commercial Power",Total,46120.94
2015,2,IL,"Combined Heat and Power, Commercial Power",Coal,3981.04
2015,2,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,202.15
2015,2,IL,"Combined Heat and Power, Commercial Power",Natural Gas,41595.47
2015,2,IL,"Combined Heat and Power, Commercial Power",Petroleum,20.45
2015,2,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2015,2,IL,"Combined Heat and Power, Commercial Power",Wind,321.85
2015,2,IL,"Combined Heat and Power, Electric Power",Total,57081.77
2015,2,IL,"Combined Heat and Power, Electric Power",Natural Gas,56003.7
2015,2,IL,"Combined Heat and Power, Electric Power",Other Gases,0
2015,2,IL,"Combined Heat and Power, Electric Power",Other,0
2015,2,IL,"Combined Heat and Power, Electric Power",Petroleum,422.18
2015,2,IL,"Combined Heat and Power, Electric Power",Other Biomass,655.89
2015,2,IL,"Electric Generators, Independent Power Producers",Total,15008169.51
2015,2,IL,"Electric Generators, Independent Power Producers",Coal,6350711.47
2015,2,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,4075.03
2015,2,IL,"Electric Generators, Independent Power Producers",Natural Gas,570750.6
2015,2,IL,"Electric Generators, Independent Power Producers",Nuclear,7107124
2015,2,IL,"Electric Generators, Independent Power Producers",Other,9.9
2015,2,IL,"Electric Generators, Independent Power Producers",Petroleum,2180.43
2015,2,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,4042.22
2015,2,IL,"Electric Generators, Independent Power Producers",Other Biomass,43139.99
2015,2,IL,"Electric Generators, Independent Power Producers",Wind,926135.87
2015,2,IL,"Electric Generators, Electric Utilities",Total,801537.89
2015,2,IL,"Electric Generators, Electric Utilities",Coal,767860.99
2015,2,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3311.28
2015,2,IL,"Electric Generators, Electric Utilities",Natural Gas,26530.3
2015,2,IL,"Electric Generators, Electric Utilities",Petroleum,2638.11
2015,2,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,47.64
2015,2,IL,"Electric Generators, Electric Utilities",Other Biomass,0
2015,2,IL,"Electric Generators, Electric Utilities",Wind,1149.58
2015,2,IN,Total Electric Power Industry,Total,9848836.08
2015,2,IN,Total Electric Power Industry,Coal,7346315.54
2015,2,IN,Total Electric Power Industry,Hydroelectric Conventional,27476.81
2015,2,IN,Total Electric Power Industry,Natural Gas,1665869.68
2015,2,IN,Total Electric Power Industry,Other Gases,163519.52
2015,2,IN,Total Electric Power Industry,Other,23216.12
2015,2,IN,Total Electric Power Industry,Petroleum,167059.8
2015,2,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,13487.52
2015,2,IN,Total Electric Power Industry,Other Biomass,28568.86
2015,2,IN,Total Electric Power Industry,Wind,413322.24
2015,2,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,2,IN,"Combined Heat and Power, Industrial Power",Total,236271.23
2015,2,IN,"Combined Heat and Power, Industrial Power",Coal,1789.42
2015,2,IN,"Combined Heat and Power, Industrial Power",Natural Gas,44937.9
2015,2,IN,"Combined Heat and Power, Industrial Power",Other Gases,160964.54
2015,2,IN,"Combined Heat and Power, Industrial Power",Other,21981
2015,2,IN,"Combined Heat and Power, Industrial Power",Petroleum,1689.27
2015,2,IN,"Combined Heat and Power, Industrial Power",Other Biomass,4909.11
2015,2,IN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2015,2,IN,"Combined Heat and Power, Commercial Power",Total,18981.52
2015,2,IN,"Combined Heat and Power, Commercial Power",Coal,4512.17
2015,2,IN,"Combined Heat and Power, Commercial Power",Natural Gas,11581.43
2015,2,IN,"Combined Heat and Power, Commercial Power",Other,1235.12
2015,2,IN,"Combined Heat and Power, Commercial Power",Petroleum,203.15
2015,2,IN,"Combined Heat and Power, Commercial Power",Other Biomass,1350.28
2015,2,IN,"Combined Heat and Power, Commercial Power",Wind,99.38
2015,2,IN,"Combined Heat and Power, Electric Power",Total,693192.08
2015,2,IN,"Combined Heat and Power, Electric Power",Coal,466125.61
2015,2,IN,"Combined Heat and Power, Electric Power",Natural Gas,226972.27
2015,2,IN,"Combined Heat and Power, Electric Power",Other,0
2015,2,IN,"Combined Heat and Power, Electric Power",Petroleum,94.21
2015,2,IN,"Electric Generators, Independent Power Producers",Total,460350.7
2015,2,IN,"Electric Generators, Independent Power Producers",Coal,5888.81
2015,2,IN,"Electric Generators, Independent Power Producers",Natural Gas,27790
2015,2,IN,"Electric Generators, Independent Power Producers",Petroleum,0
2015,2,IN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,13011.13
2015,2,IN,"Electric Generators, Independent Power Producers",Other Biomass,437.89
2015,2,IN,"Electric Generators, Independent Power Producers",Wind,413222.87
2015,2,IN,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2015,2,IN,"Electric Generators, Electric Utilities",Total,8440040.55
2015,2,IN,"Electric Generators, Electric Utilities",Coal,6867999.54
2015,2,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,27476.81
2015,2,IN,"Electric Generators, Electric Utilities",Natural Gas,1354588.08
2015,2,IN,"Electric Generators, Electric Utilities",Other Gases,2554.98
2015,2,IN,"Electric Generators, Electric Utilities",Other,0
2015,2,IN,"Electric Generators, Electric Utilities",Petroleum,165073.18
2015,2,IN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,476.39
2015,2,IN,"Electric Generators, Electric Utilities",Other Biomass,21871.58
2015,2,IN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,2,KS,Total Electric Power Industry,Total,3630616.86
2015,2,KS,Total Electric Power Industry,Coal,1931851.41
2015,2,KS,Total Electric Power Industry,Hydroelectric Conventional,1200.27
2015,2,KS,Total Electric Power Industry,Natural Gas,75872.82
2015,2,KS,Total Electric Power Industry,Nuclear,786680
2015,2,KS,Total Electric Power Industry,Other,173.2
2015,2,KS,Total Electric Power Industry,Petroleum,4314.17
2015,2,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,158.8
2015,2,KS,Total Electric Power Industry,Other Biomass,5455.34
2015,2,KS,Total Electric Power Industry,Wind,824910.86
2015,2,KS,"Combined Heat and Power, Industrial Power",Total,5211.75
2015,2,KS,"Combined Heat and Power, Industrial Power",Natural Gas,4174.63
2015,2,KS,"Combined Heat and Power, Industrial Power",Other,173.2
2015,2,KS,"Combined Heat and Power, Industrial Power",Other Biomass,863.92
2015,2,KS,"Electric Generators, Independent Power Producers",Total,762509.34
2015,2,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1200.27
2015,2,KS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,158.8
2015,2,KS,"Electric Generators, Independent Power Producers",Other Biomass,4591.42
2015,2,KS,"Electric Generators, Independent Power Producers",Wind,756558.86
2015,2,KS,"Electric Generators, Electric Utilities",Total,2862895.77
2015,2,KS,"Electric Generators, Electric Utilities",Coal,1931851.41
2015,2,KS,"Electric Generators, Electric Utilities",Natural Gas,71698.19
2015,2,KS,"Electric Generators, Electric Utilities",Nuclear,786680
2015,2,KS,"Electric Generators, Electric Utilities",Petroleum,4314.17
2015,2,KS,"Electric Generators, Electric Utilities",Wind,68352
2015,2,KY,Total Electric Power Industry,Total,8396127.86
2015,2,KY,Total Electric Power Industry,Coal,7426158.43
2015,2,KY,Total Electric Power Industry,Hydroelectric Conventional,278621.61
2015,2,KY,Total Electric Power Industry,Natural Gas,519389.09
2015,2,KY,Total Electric Power Industry,Other,5884.29
2015,2,KY,Total Electric Power Industry,Petroleum,126784.27
2015,2,KY,Total Electric Power Industry,Other Biomass,6813.4
2015,2,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,32476.77
2015,2,KY,"Combined Heat and Power, Industrial Power",Total,50432.32
2015,2,KY,"Combined Heat and Power, Industrial Power",Natural Gas,17955.55
2015,2,KY,"Combined Heat and Power, Industrial Power",Other Biomass,0
2015,2,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,32476.77
2015,2,KY,"Electric Generators, Independent Power Producers",Total,20580.43
2015,2,KY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,550.34
2015,2,KY,"Electric Generators, Independent Power Producers",Natural Gas,19648
2015,2,KY,"Electric Generators, Independent Power Producers",Other Biomass,382.08
2015,2,KY,"Electric Generators, Electric Utilities",Total,8325115.12
2015,2,KY,"Electric Generators, Electric Utilities",Coal,7426158.43
2015,2,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,278071.26
2015,2,KY,"Electric Generators, Electric Utilities",Natural Gas,481785.54
2015,2,KY,"Electric Generators, Electric Utilities",Other,5884.29
2015,2,KY,"Electric Generators, Electric Utilities",Petroleum,126784.27
2015,2,KY,"Electric Generators, Electric Utilities",Other Biomass,6431.32
2015,2,KY,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2015,2,LA,Total Electric Power Industry,Total,8399162.05
2015,2,LA,Total Electric Power Industry,Coal,1496185.58
2015,2,LA,Total Electric Power Industry,Hydroelectric Conventional,56940
2015,2,LA,Total Electric Power Industry,Natural Gas,4668663.86
2015,2,LA,Total Electric Power Industry,Nuclear,1275644
2015,2,LA,Total Electric Power Industry,Other Gases,211184.66
2015,2,LA,Total Electric Power Industry,Other,33073.62
2015,2,LA,Total Electric Power Industry,Petroleum,438950.53
2015,2,LA,Total Electric Power Industry,Other Biomass,7451.63
2015,2,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,211068.17
2015,2,LA,"Combined Heat and Power, Industrial Power",Total,2387789.09
2015,2,LA,"Combined Heat and Power, Industrial Power",Coal,0
2015,2,LA,"Combined Heat and Power, Industrial Power",Natural Gas,1907640.62
2015,2,LA,"Combined Heat and Power, Industrial Power",Other Gases,211184.66
2015,2,LA,"Combined Heat and Power, Industrial Power",Other,33073.62
2015,2,LA,"Combined Heat and Power, Industrial Power",Petroleum,23704.44
2015,2,LA,"Combined Heat and Power, Industrial Power",Other Biomass,1117.58
2015,2,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,211068.17
2015,2,LA,"Combined Heat and Power, Commercial Power",Total,14898.72
2015,2,LA,"Combined Heat and Power, Commercial Power",Natural Gas,14898.72
2015,2,LA,"Combined Heat and Power, Electric Power",Total,167909
2015,2,LA,"Combined Heat and Power, Electric Power",Natural Gas,167909
2015,2,LA,"Electric Generators, Independent Power Producers",Total,838369.61
2015,2,LA,"Electric Generators, Independent Power Producers",Coal,764387.66
2015,2,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,56940
2015,2,LA,"Electric Generators, Independent Power Producers",Natural Gas,7911.56
2015,2,LA,"Electric Generators, Independent Power Producers",Petroleum,2796.34
2015,2,LA,"Electric Generators, Independent Power Producers",Other Biomass,6334.05
2015,2,LA,"Electric Generators, Electric Utilities",Total,4990195.62
2015,2,LA,"Electric Generators, Electric Utilities",Coal,731797.92
2015,2,LA,"Electric Generators, Electric Utilities",Natural Gas,2570303.95
2015,2,LA,"Electric Generators, Electric Utilities",Nuclear,1275644
2015,2,LA,"Electric Generators, Electric Utilities",Petroleum,412449.75
2015,2,MA,Total Electric Power Industry,Total,2551576.72
2015,2,MA,Total Electric Power Industry,Coal,547211.49
2015,2,MA,Total Electric Power Industry,Pumped Storage,-30178
2015,2,MA,Total Electric Power Industry,Hydroelectric Conventional,59388.06
2015,2,MA,Total Electric Power Industry,Natural Gas,908111.24
2015,2,MA,Total Electric Power Industry,Nuclear,252653
2015,2,MA,Total Electric Power Industry,Other,61008.13
2015,2,MA,Total Electric Power Industry,Petroleum,606746.21
2015,2,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,42931.65
2015,2,MA,Total Electric Power Industry,Other Biomass,76004.72
2015,2,MA,Total Electric Power Industry,Wind,17481.81
2015,2,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,10218.42
2015,2,MA,"Combined Heat and Power, Industrial Power",Total,12916.4
2015,2,MA,"Combined Heat and Power, Industrial Power",Coal,2481.68
2015,2,MA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,399.91
2015,2,MA,"Combined Heat and Power, Industrial Power",Natural Gas,9643.86
2015,2,MA,"Combined Heat and Power, Industrial Power",Other,0
2015,2,MA,"Combined Heat and Power, Industrial Power",Petroleum,136.38
2015,2,MA,"Combined Heat and Power, Industrial Power",Wind,254.57
2015,2,MA,"Combined Heat and Power, Commercial Power",Total,67096.6
2015,2,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,366.7
2015,2,MA,"Combined Heat and Power, Commercial Power",Natural Gas,35145.42
2015,2,MA,"Combined Heat and Power, Commercial Power",Petroleum,28830.05
2015,2,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,373.74
2015,2,MA,"Combined Heat and Power, Commercial Power",Other Biomass,116.13
2015,2,MA,"Combined Heat and Power, Commercial Power",Wind,2264.56
2015,2,MA,"Combined Heat and Power, Electric Power",Total,129834.36
2015,2,MA,"Combined Heat and Power, Electric Power",Natural Gas,93692.91
2015,2,MA,"Combined Heat and Power, Electric Power",Petroleum,36141.45
2015,2,MA,"Electric Generators, Independent Power Producers",Total,2264958.13
2015,2,MA,"Electric Generators, Independent Power Producers",Coal,544729.8
2015,2,MA,"Electric Generators, Independent Power Producers",Pumped Storage,-30178
2015,2,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,45879.27
2015,2,MA,"Electric Generators, Independent Power Producers",Natural Gas,759801.81
2015,2,MA,"Electric Generators, Independent Power Producers",Nuclear,252653
2015,2,MA,"Electric Generators, Independent Power Producers",Other,61008.13
2015,2,MA,"Electric Generators, Independent Power Producers",Petroleum,493793.51
2015,2,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,41291.04
2015,2,MA,"Electric Generators, Independent Power Producers",Other Biomass,75888.59
2015,2,MA,"Electric Generators, Independent Power Producers",Wind,9872.56
2015,2,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,10218.42
2015,2,MA,"Electric Generators, Electric Utilities",Total,76771.22
2015,2,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,12742.17
2015,2,MA,"Electric Generators, Electric Utilities",Natural Gas,9827.23
2015,2,MA,"Electric Generators, Electric Utilities",Petroleum,47844.83
2015,2,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1266.87
2015,2,MA,"Electric Generators, Electric Utilities",Wind,5090.12
2015,2,MD,Total Electric Power Industry,Total,3375980.51
2015,2,MD,Total Electric Power Industry,Coal,2043238.4
2015,2,MD,Total Electric Power Industry,Hydroelectric Conventional,50558.43
2015,2,MD,Total Electric Power Industry,Natural Gas,170558.79
2015,2,MD,Total Electric Power Industry,Nuclear,919447
2015,2,MD,Total Electric Power Industry,Other,21420.8
2015,2,MD,Total Electric Power Industry,Petroleum,82429
2015,2,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,8014.18
2015,2,MD,Total Electric Power Industry,Other Biomass,29518.43
2015,2,MD,Total Electric Power Industry,Wind,39834
2015,2,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,10961.48
2015,2,MD,"Combined Heat and Power, Industrial Power",Total,27745.46
2015,2,MD,"Combined Heat and Power, Industrial Power",Coal,13485.41
2015,2,MD,"Combined Heat and Power, Industrial Power",Natural Gas,4029.09
2015,2,MD,"Combined Heat and Power, Industrial Power",Petroleum,534.64
2015,2,MD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,9696.31
2015,2,MD,"Combined Heat and Power, Commercial Power",Total,43472.71
2015,2,MD,"Combined Heat and Power, Commercial Power",Coal,214.48
2015,2,MD,"Combined Heat and Power, Commercial Power",Natural Gas,29937.62
2015,2,MD,"Combined Heat and Power, Commercial Power",Other,70.96
2015,2,MD,"Combined Heat and Power, Commercial Power",Petroleum,10422.19
2015,2,MD,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,332.58
2015,2,MD,"Combined Heat and Power, Commercial Power",Other Biomass,1229.71
2015,2,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,1265.17
2015,2,MD,"Combined Heat and Power, Electric Power",Total,176222.27
2015,2,MD,"Combined Heat and Power, Electric Power",Coal,118122
2015,2,MD,"Combined Heat and Power, Electric Power",Natural Gas,35123.87
2015,2,MD,"Combined Heat and Power, Electric Power",Other,11243.71
2015,2,MD,"Combined Heat and Power, Electric Power",Petroleum,29.4
2015,2,MD,"Combined Heat and Power, Electric Power",Other Biomass,11703.29
2015,2,MD,"Electric Generators, Independent Power Producers",Total,3126491.35
2015,2,MD,"Electric Generators, Independent Power Producers",Coal,1911416.51
2015,2,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,50558.43
2015,2,MD,"Electric Generators, Independent Power Producers",Natural Gas,101468.2
2015,2,MD,"Electric Generators, Independent Power Producers",Nuclear,919447
2015,2,MD,"Electric Generators, Independent Power Producers",Other,10106.13
2015,2,MD,"Electric Generators, Independent Power Producers",Petroleum,70083.2
2015,2,MD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,6992.45
2015,2,MD,"Electric Generators, Independent Power Producers",Other Biomass,16585.44
2015,2,MD,"Electric Generators, Independent Power Producers",Wind,39834
2015,2,MD,"Electric Generators, Electric Utilities",Total,2048.71
2015,2,MD,"Electric Generators, Electric Utilities",Natural Gas,0
2015,2,MD,"Electric Generators, Electric Utilities",Petroleum,1359.57
2015,2,MD,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,689.15
2015,2,ME,Total Electric Power Industry,Total,1313767.59
