YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2008,4,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,66662
2008,4,ID,"Electric Generators, Independent Power Producers",Wind,18125
2008,4,ID,"Electric Generators, Independent Power Producers",Geothermal,8006
2008,4,ID,"Electric Generators, Independent Power Producers",Total,256011
2008,4,ID,"Combined Heat and Power, Electric Power",Natural Gas,7506
2008,4,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,5658
2008,4,ID,"Combined Heat and Power, Electric Power",Total,13164
2008,4,ID,"Combined Heat and Power, Industrial Power",Coal,8259
2008,4,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2008,4,ID,"Combined Heat and Power, Industrial Power",Natural Gas,2946
2008,4,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,28819
2008,4,ID,"Combined Heat and Power, Industrial Power",Other,6633
2008,4,ID,"Combined Heat and Power, Industrial Power",Total,46657
2008,4,IL,Total Electric Power Industry,Coal,6992882
2008,4,IL,Total Electric Power Industry,Petroleum,12118
2008,4,IL,Total Electric Power Industry,Natural Gas,168708
2008,4,IL,Total Electric Power Industry,Other Gases,3669
2008,4,IL,Total Electric Power Industry,Nuclear,7556978
2008,4,IL,Total Electric Power Industry,Hydroelectric Conventional,13426
2008,4,IL,Total Electric Power Industry,Wind,225547
2008,4,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,259
2008,4,IL,Total Electric Power Industry,Other Biomass,61637
2008,4,IL,Total Electric Power Industry,Other,4120
2008,4,IL,Total Electric Power Industry,Total,15039343
2008,4,IL,"Electric Generators, Electric Utilities",Coal,161756
2008,4,IL,"Electric Generators, Electric Utilities",Petroleum,1064
2008,4,IL,"Electric Generators, Electric Utilities",Natural Gas,20891
2008,4,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,5840
2008,4,IL,"Electric Generators, Electric Utilities",Wind,376
2008,4,IL,"Electric Generators, Electric Utilities",Total,189927
2008,4,IL,"Electric Generators, Independent Power Producers",Coal,6681153
2008,4,IL,"Electric Generators, Independent Power Producers",Petroleum,11002
2008,4,IL,"Electric Generators, Independent Power Producers",Natural Gas,44729
2008,4,IL,"Electric Generators, Independent Power Producers",Nuclear,7556978
2008,4,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7586
2008,4,IL,"Electric Generators, Independent Power Producers",Wind,225171
2008,4,IL,"Electric Generators, Independent Power Producers",Other Biomass,61620
2008,4,IL,"Electric Generators, Independent Power Producers",Other,2427
2008,4,IL,"Electric Generators, Independent Power Producers",Total,14590667
2008,4,IL,"Combined Heat and Power, Electric Power",Coal,2437
2008,4,IL,"Combined Heat and Power, Electric Power",Natural Gas,41078
2008,4,IL,"Combined Heat and Power, Electric Power",Other Gases,0
2008,4,IL,"Combined Heat and Power, Electric Power",Other Biomass,3
2008,4,IL,"Combined Heat and Power, Electric Power",Total,43518
2008,4,IL,"Combined Heat and Power, Commercial Power",Coal,3480
2008,4,IL,"Combined Heat and Power, Commercial Power",Petroleum,51
2008,4,IL,"Combined Heat and Power, Commercial Power",Natural Gas,41382
2008,4,IL,"Combined Heat and Power, Commercial Power",Other Biomass,13
2008,4,IL,"Combined Heat and Power, Commercial Power",Total,44926
2008,4,IL,"Combined Heat and Power, Industrial Power",Coal,144055
2008,4,IL,"Combined Heat and Power, Industrial Power",Petroleum,1
2008,4,IL,"Combined Heat and Power, Industrial Power",Natural Gas,20628
2008,4,IL,"Combined Heat and Power, Industrial Power",Other Gases,3669
2008,4,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,259
2008,4,IL,"Combined Heat and Power, Industrial Power",Other,1692
2008,4,IL,"Combined Heat and Power, Industrial Power",Total,170304
2008,4,IN,Total Electric Power Industry,Coal,9363716
2008,4,IN,Total Electric Power Industry,Petroleum,13950
2008,4,IN,Total Electric Power Industry,Natural Gas,184862
2008,4,IN,Total Electric Power Industry,Other Gases,214910
2008,4,IN,Total Electric Power Industry,Hydroelectric Conventional,34663
2008,4,IN,Total Electric Power Industry,Other Biomass,24199
2008,4,IN,Total Electric Power Industry,Other,27080
2008,4,IN,Total Electric Power Industry,Total,9863380
2008,4,IN,"Electric Generators, Electric Utilities",Coal,8824525
2008,4,IN,"Electric Generators, Electric Utilities",Petroleum,12832
2008,4,IN,"Electric Generators, Electric Utilities",Natural Gas,34757
2008,4,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,34663
2008,4,IN,"Electric Generators, Electric Utilities",Other Biomass,20318
2008,4,IN,"Electric Generators, Electric Utilities",Total,8927094
2008,4,IN,"Electric Generators, Independent Power Producers",Coal,203105
2008,4,IN,"Electric Generators, Independent Power Producers",Petroleum,0
2008,4,IN,"Electric Generators, Independent Power Producers",Natural Gas,10110
2008,4,IN,"Electric Generators, Independent Power Producers",Total,213215
2008,4,IN,"Combined Heat and Power, Electric Power",Coal,319106
2008,4,IN,"Combined Heat and Power, Electric Power",Petroleum,0
2008,4,IN,"Combined Heat and Power, Electric Power",Natural Gas,99544
2008,4,IN,"Combined Heat and Power, Electric Power",Other Gases,0
2008,4,IN,"Combined Heat and Power, Electric Power",Total,418650
2008,4,IN,"Combined Heat and Power, Commercial Power",Coal,13515
2008,4,IN,"Combined Heat and Power, Commercial Power",Petroleum,14
2008,4,IN,"Combined Heat and Power, Commercial Power",Natural Gas,2610
2008,4,IN,"Combined Heat and Power, Commercial Power",Other Biomass,2048
2008,4,IN,"Combined Heat and Power, Commercial Power",Other,1382
2008,4,IN,"Combined Heat and Power, Commercial Power",Total,19570
2008,4,IN,"Combined Heat and Power, Industrial Power",Coal,3466
2008,4,IN,"Combined Heat and Power, Industrial Power",Petroleum,1104
2008,4,IN,"Combined Heat and Power, Industrial Power",Natural Gas,37841
2008,4,IN,"Combined Heat and Power, Industrial Power",Other Gases,214910
2008,4,IN,"Combined Heat and Power, Industrial Power",Other Biomass,1833
2008,4,IN,"Combined Heat and Power, Industrial Power",Other,25697
2008,4,IN,"Combined Heat and Power, Industrial Power",Total,284851
2008,4,KS,Total Electric Power Industry,Coal,2439486
2008,4,KS,Total Electric Power Industry,Petroleum,11625
2008,4,KS,Total Electric Power Industry,Natural Gas,133237
2008,4,KS,Total Electric Power Industry,Nuclear,-8726
2008,4,KS,Total Electric Power Industry,Hydroelectric Conventional,1102
2008,4,KS,Total Electric Power Industry,Wind,182691
2008,4,KS,Total Electric Power Industry,Total,2759414
2008,4,KS,"Electric Generators, Electric Utilities",Coal,2439486
2008,4,KS,"Electric Generators, Electric Utilities",Petroleum,11625
2008,4,KS,"Electric Generators, Electric Utilities",Natural Gas,133234
2008,4,KS,"Electric Generators, Electric Utilities",Nuclear,-8726
2008,4,KS,"Electric Generators, Electric Utilities",Wind,43194
2008,4,KS,"Electric Generators, Electric Utilities",Total,2618812
2008,4,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1102
2008,4,KS,"Electric Generators, Independent Power Producers",Wind,139497
2008,4,KS,"Electric Generators, Independent Power Producers",Total,140599
2008,4,KS,"Combined Heat and Power, Commercial Power",Petroleum,0
2008,4,KS,"Combined Heat and Power, Commercial Power",Natural Gas,0
2008,4,KS,"Combined Heat and Power, Commercial Power",Total,0
2008,4,KS,"Combined Heat and Power, Industrial Power",Natural Gas,3
2008,4,KS,"Combined Heat and Power, Industrial Power",Total,3
2008,4,KY,Total Electric Power Industry,Coal,6539482
2008,4,KY,Total Electric Power Industry,Petroleum,204859
2008,4,KY,Total Electric Power Industry,Natural Gas,25101
2008,4,KY,Total Electric Power Industry,Other Gases,55
2008,4,KY,Total Electric Power Industry,Hydroelectric Conventional,266565
2008,4,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,34076
2008,4,KY,Total Electric Power Industry,Other Biomass,5249
2008,4,KY,Total Electric Power Industry,Total,7075387
2008,4,KY,"Electric Generators, Electric Utilities",Coal,5853435
2008,4,KY,"Electric Generators, Electric Utilities",Petroleum,7487
2008,4,KY,"Electric Generators, Electric Utilities",Natural Gas,19537
2008,4,KY,"Electric Generators, Electric Utilities",Other Gases,55
2008,4,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,265868
2008,4,KY,"Electric Generators, Electric Utilities",Other Biomass,5066
2008,4,KY,"Electric Generators, Electric Utilities",Total,6151448
2008,4,KY,"Electric Generators, Independent Power Producers",Coal,686047
2008,4,KY,"Electric Generators, Independent Power Producers",Petroleum,197372
2008,4,KY,"Electric Generators, Independent Power Producers",Natural Gas,554
2008,4,KY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,697
2008,4,KY,"Electric Generators, Independent Power Producers",Total,884671
2008,4,KY,"Combined Heat and Power, Industrial Power",Natural Gas,5010
2008,4,KY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,34076
2008,4,KY,"Combined Heat and Power, Industrial Power",Other Biomass,183
2008,4,KY,"Combined Heat and Power, Industrial Power",Total,39269
2008,4,LA,Total Electric Power Industry,Coal,1683238
2008,4,LA,Total Electric Power Industry,Petroleum,200289
2008,4,LA,Total Electric Power Industry,Natural Gas,3028517
2008,4,LA,Total Electric Power Industry,Other Gases,105134
2008,4,LA,Total Electric Power Industry,Nuclear,1447254
2008,4,LA,Total Electric Power Industry,Hydroelectric Conventional,125592
2008,4,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,207759
2008,4,LA,Total Electric Power Industry,Other Biomass,6181
2008,4,LA,Total Electric Power Industry,Other,37732
2008,4,LA,Total Electric Power Industry,Total,6841695
2008,4,LA,"Electric Generators, Electric Utilities",Coal,836690
2008,4,LA,"Electric Generators, Electric Utilities",Petroleum,156676
2008,4,LA,"Electric Generators, Electric Utilities",Natural Gas,914280
2008,4,LA,"Electric Generators, Electric Utilities",Nuclear,1447254
2008,4,LA,"Electric Generators, Electric Utilities",Total,3354899
2008,4,LA,"Electric Generators, Independent Power Producers",Coal,843244
2008,4,LA,"Electric Generators, Independent Power Producers",Petroleum,970
2008,4,LA,"Electric Generators, Independent Power Producers",Natural Gas,221082
2008,4,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,125592
2008,4,LA,"Electric Generators, Independent Power Producers",Other Biomass,6093
2008,4,LA,"Electric Generators, Independent Power Producers",Total,1196981
2008,4,LA,"Combined Heat and Power, Electric Power",Petroleum,0
2008,4,LA,"Combined Heat and Power, Electric Power",Natural Gas,220598
2008,4,LA,"Combined Heat and Power, Electric Power",Other Gases,27890
2008,4,LA,"Combined Heat and Power, Electric Power",Total,248488
2008,4,LA,"Combined Heat and Power, Commercial Power",Natural Gas,3089
2008,4,LA,"Combined Heat and Power, Commercial Power",Total,3089
2008,4,LA,"Combined Heat and Power, Industrial Power",Coal,3304
2008,4,LA,"Combined Heat and Power, Industrial Power",Petroleum,42644
2008,4,LA,"Combined Heat and Power, Industrial Power",Natural Gas,1669468
2008,4,LA,"Combined Heat and Power, Industrial Power",Other Gases,77244
2008,4,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,207759
2008,4,LA,"Combined Heat and Power, Industrial Power",Other Biomass,88
2008,4,LA,"Combined Heat and Power, Industrial Power",Other,37732
2008,4,LA,"Combined Heat and Power, Industrial Power",Total,2038239
2008,4,MA,Total Electric Power Industry,Coal,903884
2008,4,MA,Total Electric Power Industry,Petroleum,101271
2008,4,MA,Total Electric Power Industry,Natural Gas,1854695
2008,4,MA,Total Electric Power Industry,Nuclear,448398
2008,4,MA,Total Electric Power Industry,Hydroelectric Conventional,104588
2008,4,MA,Total Electric Power Industry,Wind,294
2008,4,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,9
2008,4,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,10337
2008,4,MA,Total Electric Power Industry,Other Biomass,85996
2008,4,MA,Total Electric Power Industry,Pumped Storage,-57726
2008,4,MA,Total Electric Power Industry,Other,58731
2008,4,MA,Total Electric Power Industry,Total,3510476
2008,4,MA,"Electric Generators, Electric Utilities",Petroleum,3088
2008,4,MA,"Electric Generators, Electric Utilities",Natural Gas,8892
2008,4,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,24502
2008,4,MA,"Electric Generators, Electric Utilities",Wind,294
2008,4,MA,"Electric Generators, Electric Utilities",Total,36775
2008,4,MA,"Electric Generators, Independent Power Producers",Coal,899971
2008,4,MA,"Electric Generators, Independent Power Producers",Petroleum,93550
2008,4,MA,"Electric Generators, Independent Power Producers",Natural Gas,1626165
2008,4,MA,"Electric Generators, Independent Power Producers",Nuclear,448398
2008,4,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,78853
2008,4,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,10337
2008,4,MA,"Electric Generators, Independent Power Producers",Other Biomass,85862
2008,4,MA,"Electric Generators, Independent Power Producers",Pumped Storage,-57726
2008,4,MA,"Electric Generators, Independent Power Producers",Other,58731
2008,4,MA,"Electric Generators, Independent Power Producers",Total,3244140
2008,4,MA,"Combined Heat and Power, Electric Power",Petroleum,867
2008,4,MA,"Combined Heat and Power, Electric Power",Natural Gas,181940
2008,4,MA,"Combined Heat and Power, Electric Power",Total,182807
2008,4,MA,"Combined Heat and Power, Commercial Power",Coal,0
2008,4,MA,"Combined Heat and Power, Commercial Power",Petroleum,2806
2008,4,MA,"Combined Heat and Power, Commercial Power",Natural Gas,23580
2008,4,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,555
2008,4,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,9
2008,4,MA,"Combined Heat and Power, Commercial Power",Other Biomass,134
2008,4,MA,"Combined Heat and Power, Commercial Power",Total,27083
2008,4,MA,"Combined Heat and Power, Industrial Power",Coal,3913
2008,4,MA,"Combined Heat and Power, Industrial Power",Petroleum,960
2008,4,MA,"Combined Heat and Power, Industrial Power",Natural Gas,14119
2008,4,MA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,679
2008,4,MA,"Combined Heat and Power, Industrial Power",Total,19670
2008,4,MD,Total Electric Power Industry,Coal,1642762
2008,4,MD,Total Electric Power Industry,Petroleum,6286
2008,4,MD,Total Electric Power Industry,Natural Gas,60785
2008,4,MD,Total Electric Power Industry,Other Gases,32085
2008,4,MD,Total Electric Power Industry,Nuclear,1262420
2008,4,MD,Total Electric Power Industry,Hydroelectric Conventional,254411
2008,4,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,17645
2008,4,MD,Total Electric Power Industry,Other Biomass,36871
2008,4,MD,Total Electric Power Industry,Other,25517
2008,4,MD,Total Electric Power Industry,Total,3338782
2008,4,MD,"Electric Generators, Electric Utilities",Petroleum,104
2008,4,MD,"Electric Generators, Electric Utilities",Natural Gas,0
2008,4,MD,"Electric Generators, Electric Utilities",Total,104
2008,4,MD,"Electric Generators, Independent Power Producers",Coal,1495041
2008,4,MD,"Electric Generators, Independent Power Producers",Petroleum,5227
2008,4,MD,"Electric Generators, Independent Power Producers",Natural Gas,5200
2008,4,MD,"Electric Generators, Independent Power Producers",Nuclear,1262420
2008,4,MD,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,254411
2008,4,MD,"Electric Generators, Independent Power Producers",Other Biomass,16775
2008,4,MD,"Electric Generators, Independent Power Producers",Other,11350
2008,4,MD,"Electric Generators, Independent Power Producers",Total,3050424
2008,4,MD,"Combined Heat and Power, Electric Power",Coal,126295
2008,4,MD,"Combined Heat and Power, Electric Power",Petroleum,871
2008,4,MD,"Combined Heat and Power, Electric Power",Natural Gas,51284
2008,4,MD,"Combined Heat and Power, Electric Power",Other Gases,32085
2008,4,MD,"Combined Heat and Power, Electric Power",Other Biomass,18030
2008,4,MD,"Combined Heat and Power, Electric Power",Other,14167
2008,4,MD,"Combined Heat and Power, Electric Power",Total,242732
2008,4,MD,"Combined Heat and Power, Commercial Power",Coal,0
2008,4,MD,"Combined Heat and Power, Commercial Power",Petroleum,3
2008,4,MD,"Combined Heat and Power, Commercial Power",Natural Gas,0
2008,4,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,1471
2008,4,MD,"Combined Heat and Power, Commercial Power",Other Biomass,2066
2008,4,MD,"Combined Heat and Power, Commercial Power",Other,0
2008,4,MD,"Combined Heat and Power, Commercial Power",Total,3540
2008,4,MD,"Combined Heat and Power, Industrial Power",Coal,21426
2008,4,MD,"Combined Heat and Power, Industrial Power",Petroleum,81
2008,4,MD,"Combined Heat and Power, Industrial Power",Natural Gas,4301
2008,4,MD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,16174
2008,4,MD,"Combined Heat and Power, Industrial Power",Total,41981
2008,4,ME,Total Electric Power Industry,Coal,43045
2008,4,ME,Total Electric Power Industry,Petroleum,40718
2008,4,ME,Total Electric Power Industry,Natural Gas,646636
2008,4,ME,Total Electric Power Industry,Hydroelectric Conventional,389884
2008,4,ME,Total Electric Power Industry,Wind,10669
2008,4,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,294308
2008,4,ME,Total Electric Power Industry,Other Biomass,16482
2008,4,ME,Total Electric Power Industry,Other,20002
2008,4,ME,Total Electric Power Industry,Total,1461744
2008,4,ME,"Electric Generators, Electric Utilities",Petroleum,83
2008,4,ME,"Electric Generators, Electric Utilities",Total,83
2008,4,ME,"Electric Generators, Independent Power Producers",Petroleum,8029
2008,4,ME,"Electric Generators, Independent Power Producers",Natural Gas,463735
2008,4,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,322163
2008,4,ME,"Electric Generators, Independent Power Producers",Wind,10669
2008,4,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,109456
2008,4,ME,"Electric Generators, Independent Power Producers",Other Biomass,5471
2008,4,ME,"Electric Generators, Independent Power Producers",Other,4299
2008,4,ME,"Electric Generators, Independent Power Producers",Total,923822
2008,4,ME,"Combined Heat and Power, Electric Power",Coal,11867
2008,4,ME,"Combined Heat and Power, Electric Power",Petroleum,34
2008,4,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,34718
2008,4,ME,"Combined Heat and Power, Electric Power",Other Biomass,719
2008,4,ME,"Combined Heat and Power, Electric Power",Other,8034
2008,4,ME,"Combined Heat and Power, Electric Power",Total,55372
2008,4,ME,"Combined Heat and Power, Commercial Power",Petroleum,148
2008,4,ME,"Combined Heat and Power, Commercial Power",Natural Gas,0
2008,4,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2008,4,ME,"Combined Heat and Power, Commercial Power",Other Biomass,7879
2008,4,ME,"Combined Heat and Power, Commercial Power",Other,6186
2008,4,ME,"Combined Heat and Power, Commercial Power",Total,14213
2008,4,ME,"Combined Heat and Power, Industrial Power",Coal,31178
2008,4,ME,"Combined Heat and Power, Industrial Power",Petroleum,32425
2008,4,ME,"Combined Heat and Power, Industrial Power",Natural Gas,182901
2008,4,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,67721
2008,4,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,150134
2008,4,ME,"Combined Heat and Power, Industrial Power",Other Biomass,2412
2008,4,ME,"Combined Heat and Power, Industrial Power",Other,1483
2008,4,ME,"Combined Heat and Power, Industrial Power",Total,468254
2008,4,MI,Total Electric Power Industry,Coal,5652236
2008,4,MI,Total Electric Power Industry,Petroleum,25302
2008,4,MI,Total Electric Power Industry,Natural Gas,486751
2008,4,MI,Total Electric Power Industry,Other Gases,18879
2008,4,MI,Total Electric Power Industry,Nuclear,2181498
2008,4,MI,Total Electric Power Industry,Hydroelectric Conventional,176576
2008,4,MI,Total Electric Power Industry,Wind,12157
2008,4,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,138072
2008,4,MI,Total Electric Power Industry,Other Biomass,65213
2008,4,MI,Total Electric Power Industry,Pumped Storage,-78981
2008,4,MI,Total Electric Power Industry,Other,21552
2008,4,MI,Total Electric Power Industry,Total,8699255
2008,4,MI,"Electric Generators, Electric Utilities",Coal,5553962
2008,4,MI,"Electric Generators, Electric Utilities",Petroleum,16188
2008,4,MI,"Electric Generators, Electric Utilities",Natural Gas,34168
2008,4,MI,"Electric Generators, Electric Utilities",Other Gases,0
2008,4,MI,"Electric Generators, Electric Utilities",Nuclear,1601712
2008,4,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,161483
2008,4,MI,"Electric Generators, Electric Utilities",Other Biomass,5
2008,4,MI,"Electric Generators, Electric Utilities",Pumped Storage,-78981
2008,4,MI,"Electric Generators, Electric Utilities",Other,207
2008,4,MI,"Electric Generators, Electric Utilities",Total,7288744
2008,4,MI,"Electric Generators, Independent Power Producers",Coal,2383
2008,4,MI,"Electric Generators, Independent Power Producers",Petroleum,0
2008,4,MI,"Electric Generators, Independent Power Producers",Natural Gas,36380
2008,4,MI,"Electric Generators, Independent Power Producers",Other Gases,0
2008,4,MI,"Electric Generators, Independent Power Producers",Nuclear,579786
2008,4,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,11752
2008,4,MI,"Electric Generators, Independent Power Producers",Wind,12157
2008,4,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,83248
2008,4,MI,"Electric Generators, Independent Power Producers",Other Biomass,47035
2008,4,MI,"Electric Generators, Independent Power Producers",Other,6184
2008,4,MI,"Electric Generators, Independent Power Producers",Total,778924
2008,4,MI,"Combined Heat and Power, Electric Power",Coal,19992
2008,4,MI,"Combined Heat and Power, Electric Power",Petroleum,3996
2008,4,MI,"Combined Heat and Power, Electric Power",Natural Gas,404875
2008,4,MI,"Combined Heat and Power, Electric Power",Other Gases,18879
2008,4,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,3743
2008,4,MI,"Combined Heat and Power, Electric Power",Other Biomass,5119
2008,4,MI,"Combined Heat and Power, Electric Power",Other,5066
2008,4,MI,"Combined Heat and Power, Electric Power",Total,461670
2008,4,MI,"Combined Heat and Power, Commercial Power",Coal,23309
2008,4,MI,"Combined Heat and Power, Commercial Power",Petroleum,627
2008,4,MI,"Combined Heat and Power, Commercial Power",Natural Gas,2988
2008,4,MI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,347
2008,4,MI,"Combined Heat and Power, Commercial Power",Other Biomass,12939
2008,4,MI,"Combined Heat and Power, Commercial Power",Other,10095
2008,4,MI,"Combined Heat and Power, Commercial Power",Total,50305
2008,4,MI,"Combined Heat and Power, Industrial Power",Coal,52590
2008,4,MI,"Combined Heat and Power, Industrial Power",Petroleum,4491
2008,4,MI,"Combined Heat and Power, Industrial Power",Natural Gas,8341
2008,4,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,3340
2008,4,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,50734
2008,4,MI,"Combined Heat and Power, Industrial Power",Other Biomass,115
2008,4,MI,"Combined Heat and Power, Industrial Power",Total,119612
2008,4,MN,Total Electric Power Industry,Coal,2304090
2008,4,MN,Total Electric Power Industry,Petroleum,13468
2008,4,MN,Total Electric Power Industry,Natural Gas,108297
2008,4,MN,Total Electric Power Industry,Other Gases,720
2008,4,MN,Total Electric Power Industry,Nuclear,1187894
2008,4,MN,Total Electric Power Industry,Hydroelectric Conventional,71865
2008,4,MN,Total Electric Power Industry,Wind,427270
2008,4,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,47890
2008,4,MN,Total Electric Power Industry,Other Biomass,68700
2008,4,MN,Total Electric Power Industry,Other,25775
2008,4,MN,Total Electric Power Industry,Total,4255969
2008,4,MN,"Electric Generators, Electric Utilities",Coal,2233945
2008,4,MN,"Electric Generators, Electric Utilities",Petroleum,6444
2008,4,MN,"Electric Generators, Electric Utilities",Natural Gas,62036
2008,4,MN,"Electric Generators, Electric Utilities",Other Gases,720
2008,4,MN,"Electric Generators, Electric Utilities",Nuclear,1187894
2008,4,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,54768
2008,4,MN,"Electric Generators, Electric Utilities",Wind,3234
2008,4,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,1250
2008,4,MN,"Electric Generators, Electric Utilities",Other Biomass,15527
2008,4,MN,"Electric Generators, Electric Utilities",Other,11991
2008,4,MN,"Electric Generators, Electric Utilities",Total,3577808
2008,4,MN,"Electric Generators, Independent Power Producers",Petroleum,6334
2008,4,MN,"Electric Generators, Independent Power Producers",Natural Gas,14714
2008,4,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5448
2008,4,MN,"Electric Generators, Independent Power Producers",Wind,424036
2008,4,MN,"Electric Generators, Independent Power Producers",Other Biomass,51879
2008,4,MN,"Electric Generators, Independent Power Producers",Other,8689
2008,4,MN,"Electric Generators, Independent Power Producers",Total,511100
2008,4,MN,"Combined Heat and Power, Electric Power",Coal,1946
2008,4,MN,"Combined Heat and Power, Electric Power",Petroleum,0
2008,4,MN,"Combined Heat and Power, Electric Power",Natural Gas,22211
2008,4,MN,"Combined Heat and Power, Electric Power",Hydroelectric Conventional,689
2008,4,MN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,8469
2008,4,MN,"Combined Heat and Power, Electric Power",Total,33314
2008,4,MN,"Combined Heat and Power, Commercial Power",Petroleum,139
2008,4,MN,"Combined Heat and Power, Commercial Power",Natural Gas,4245
2008,4,MN,"Combined Heat and Power, Commercial Power",Other Biomass,818
2008,4,MN,"Combined Heat and Power, Commercial Power",Other,600
2008,4,MN,"Combined Heat and Power, Commercial Power",Total,5802
2008,4,MN,"Combined Heat and Power, Industrial Power",Coal,68200
2008,4,MN,"Combined Heat and Power, Industrial Power",Petroleum,551
2008,4,MN,"Combined Heat and Power, Industrial Power",Natural Gas,5092
2008,4,MN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,10960
2008,4,MN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,38172
2008,4,MN,"Combined Heat and Power, Industrial Power",Other Biomass,475
2008,4,MN,"Combined Heat and Power, Industrial Power",Other,4496
2008,4,MN,"Combined Heat and Power, Industrial Power",Total,127946
2008,4,MO,Total Electric Power Industry,Coal,5618608
2008,4,MO,Total Electric Power Industry,Petroleum,4634
2008,4,MO,Total Electric Power Industry,Natural Gas,213886
2008,4,MO,Total Electric Power Industry,Other Gases,70
2008,4,MO,Total Electric Power Industry,Nuclear,880210
2008,4,MO,Total Electric Power Industry,Hydroelectric Conventional,282143
2008,4,MO,Total Electric Power Industry,Wind,18983
2008,4,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,119
2008,4,MO,Total Electric Power Industry,Other Biomass,2899
2008,4,MO,Total Electric Power Industry,Pumped Storage,61921
2008,4,MO,Total Electric Power Industry,Other,865
2008,4,MO,Total Electric Power Industry,Total,7084338
2008,4,MO,"Electric Generators, Electric Utilities",Coal,5600488
2008,4,MO,"Electric Generators, Electric Utilities",Petroleum,4540
2008,4,MO,"Electric Generators, Electric Utilities",Natural Gas,80299
2008,4,MO,"Electric Generators, Electric Utilities",Other Gases,70
2008,4,MO,"Electric Generators, Electric Utilities",Nuclear,880210
2008,4,MO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,282143
2008,4,MO,"Electric Generators, Electric Utilities",Other Biomass,2105
2008,4,MO,"Electric Generators, Electric Utilities",Pumped Storage,61921
2008,4,MO,"Electric Generators, Electric Utilities",Other,678
2008,4,MO,"Electric Generators, Electric Utilities",Total,6912454
2008,4,MO,"Electric Generators, Independent Power Producers",Natural Gas,128143
2008,4,MO,"Electric Generators, Independent Power Producers",Wind,18983
2008,4,MO,"Electric Generators, Independent Power Producers",Total,147126
2008,4,MO,"Combined Heat and Power, Electric Power",Natural Gas,5242
2008,4,MO,"Combined Heat and Power, Electric Power",Total,5242
