YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2008,1,AK,Total Electric Power Industry,Coal,55025
2008,1,AK,Total Electric Power Industry,Petroleum,124901
2008,1,AK,Total Electric Power Industry,Natural Gas,387570
2008,1,AK,Total Electric Power Industry,Hydroelectric Conventional,104105
2008,1,AK,Total Electric Power Industry,Wind,9
2008,1,AK,Total Electric Power Industry,Other Biomass,272
2008,1,AK,Total Electric Power Industry,Other,0
2008,1,AK,Total Electric Power Industry,Total,671881
2008,1,AK,"Electric Generators, Electric Utilities",Coal,18398
2008,1,AK,"Electric Generators, Electric Utilities",Petroleum,118212
2008,1,AK,"Electric Generators, Electric Utilities",Natural Gas,381738
2008,1,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,104105
2008,1,AK,"Electric Generators, Electric Utilities",Wind,9
2008,1,AK,"Electric Generators, Electric Utilities",Other,0
2008,1,AK,"Electric Generators, Electric Utilities",Total,622461
2008,1,AK,"Combined Heat and Power, Electric Power",Coal,14759
2008,1,AK,"Combined Heat and Power, Electric Power",Total,14759
2008,1,AK,"Combined Heat and Power, Commercial Power",Coal,21868
2008,1,AK,"Combined Heat and Power, Commercial Power",Petroleum,888
2008,1,AK,"Combined Heat and Power, Commercial Power",Natural Gas,0
2008,1,AK,"Combined Heat and Power, Commercial Power",Total,22756
2008,1,AK,"Combined Heat and Power, Industrial Power",Petroleum,5801
2008,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas,5832
2008,1,AK,"Combined Heat and Power, Industrial Power",Other Biomass,272
2008,1,AK,"Combined Heat and Power, Industrial Power",Total,11905
2008,1,AL,Total Electric Power Industry,Coal,6304259
2008,1,AL,Total Electric Power Industry,Petroleum,35495
2008,1,AL,Total Electric Power Industry,Natural Gas,2110529
2008,1,AL,Total Electric Power Industry,Other Gases,17991
2008,1,AL,Total Electric Power Industry,Nuclear,3184555
2008,1,AL,Total Electric Power Industry,Hydroelectric Conventional,584146
2008,1,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,304409
2008,1,AL,Total Electric Power Industry,Other Biomass,1815
2008,1,AL,Total Electric Power Industry,Other,1082
2008,1,AL,Total Electric Power Industry,Total,12544281
2008,1,AL,"Electric Generators, Electric Utilities",Coal,6273164
2008,1,AL,"Electric Generators, Electric Utilities",Petroleum,11468
2008,1,AL,"Electric Generators, Electric Utilities",Natural Gas,740474
2008,1,AL,"Electric Generators, Electric Utilities",Nuclear,3184555
2008,1,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,584146
2008,1,AL,"Electric Generators, Electric Utilities",Other Biomass,0
2008,1,AL,"Electric Generators, Electric Utilities",Total,10793807
2008,1,AL,"Electric Generators, Independent Power Producers",Petroleum,12758
2008,1,AL,"Electric Generators, Independent Power Producers",Natural Gas,1115599
2008,1,AL,"Electric Generators, Independent Power Producers",Total,1128357
2008,1,AL,"Combined Heat and Power, Electric Power",Coal,14566
2008,1,AL,"Combined Heat and Power, Electric Power",Natural Gas,168194
2008,1,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,15119
2008,1,AL,"Combined Heat and Power, Electric Power",Total,197879
2008,1,AL,"Combined Heat and Power, Industrial Power",Coal,16528
2008,1,AL,"Combined Heat and Power, Industrial Power",Petroleum,11269
2008,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas,86263
2008,1,AL,"Combined Heat and Power, Industrial Power",Other Gases,17991
2008,1,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,289291
2008,1,AL,"Combined Heat and Power, Industrial Power",Other Biomass,1815
2008,1,AL,"Combined Heat and Power, Industrial Power",Other,1082
2008,1,AL,"Combined Heat and Power, Industrial Power",Total,424238
2008,1,AR,Total Electric Power Industry,Coal,2577496
2008,1,AR,Total Electric Power Industry,Petroleum,2765
2008,1,AR,Total Electric Power Industry,Natural Gas,784872
2008,1,AR,Total Electric Power Industry,Nuclear,1392764
2008,1,AR,Total Electric Power Industry,Hydroelectric Conventional,198974
2008,1,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,132748
2008,1,AR,Total Electric Power Industry,Other Biomass,4007
2008,1,AR,Total Electric Power Industry,Pumped Storage,688
2008,1,AR,Total Electric Power Industry,Other,1484
2008,1,AR,Total Electric Power Industry,Total,5095797
2008,1,AR,"Electric Generators, Electric Utilities",Coal,2565244
2008,1,AR,"Electric Generators, Electric Utilities",Petroleum,1778
2008,1,AR,"Electric Generators, Electric Utilities",Natural Gas,131020
2008,1,AR,"Electric Generators, Electric Utilities",Nuclear,1392764
2008,1,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,198884
2008,1,AR,"Electric Generators, Electric Utilities",Pumped Storage,688
2008,1,AR,"Electric Generators, Electric Utilities",Total,4290379
2008,1,AR,"Electric Generators, Independent Power Producers",Natural Gas,528543
2008,1,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,89
2008,1,AR,"Electric Generators, Independent Power Producers",Other Biomass,3046
2008,1,AR,"Electric Generators, Independent Power Producers",Total,531678
2008,1,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2008,1,AR,"Combined Heat and Power, Electric Power",Natural Gas,94031
2008,1,AR,"Combined Heat and Power, Electric Power",Other Biomass,506
2008,1,AR,"Combined Heat and Power, Electric Power",Total,94537
2008,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas,26
2008,1,AR,"Combined Heat and Power, Commercial Power",Other Biomass,245
2008,1,AR,"Combined Heat and Power, Commercial Power",Total,271
2008,1,AR,"Combined Heat and Power, Industrial Power",Coal,12252
2008,1,AR,"Combined Heat and Power, Industrial Power",Petroleum,987
2008,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas,31252
2008,1,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,132748
2008,1,AR,"Combined Heat and Power, Industrial Power",Other Biomass,210
2008,1,AR,"Combined Heat and Power, Industrial Power",Other,1484
2008,1,AR,"Combined Heat and Power, Industrial Power",Total,178932
2008,1,AZ,Total Electric Power Industry,Coal,3775997
2008,1,AZ,Total Electric Power Industry,Petroleum,6670
2008,1,AZ,Total Electric Power Industry,Natural Gas,3342592
2008,1,AZ,Total Electric Power Industry,Nuclear,2300564
2008,1,AZ,Total Electric Power Industry,Hydroelectric Conventional,636802
2008,1,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,1137
2008,1,AZ,Total Electric Power Industry,Other Biomass,1876
2008,1,AZ,Total Electric Power Industry,Pumped Storage,3742
2008,1,AZ,Total Electric Power Industry,Total,10069378
2008,1,AZ,"Electric Generators, Electric Utilities",Coal,3750224
2008,1,AZ,"Electric Generators, Electric Utilities",Petroleum,5573
2008,1,AZ,"Electric Generators, Electric Utilities",Natural Gas,1166705
2008,1,AZ,"Electric Generators, Electric Utilities",Nuclear,2300564
2008,1,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,636802
2008,1,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1137
2008,1,AZ,"Electric Generators, Electric Utilities",Other Biomass,1559
2008,1,AZ,"Electric Generators, Electric Utilities",Pumped Storage,3742
2008,1,AZ,"Electric Generators, Electric Utilities",Total,7866307
2008,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas,2131285
2008,1,AZ,"Electric Generators, Independent Power Producers",Total,2131285
2008,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas,35309
2008,1,AZ,"Combined Heat and Power, Electric Power",Total,35309
2008,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum,1
2008,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,5638
2008,1,AZ,"Combined Heat and Power, Commercial Power",Other Biomass,316
2008,1,AZ,"Combined Heat and Power, Commercial Power",Total,5956
2008,1,AZ,"Combined Heat and Power, Industrial Power",Coal,25773
2008,1,AZ,"Combined Heat and Power, Industrial Power",Petroleum,1095
2008,1,AZ,"Combined Heat and Power, Industrial Power",Natural Gas,3654
2008,1,AZ,"Combined Heat and Power, Industrial Power",Total,30522
2008,1,CA,Total Electric Power Industry,Coal,206720
2008,1,CA,Total Electric Power Industry,Petroleum,149329
2008,1,CA,Total Electric Power Industry,Natural Gas,10791613
2008,1,CA,Total Electric Power Industry,Other Gases,143309
2008,1,CA,Total Electric Power Industry,Nuclear,2777052
2008,1,CA,Total Electric Power Industry,Hydroelectric Conventional,1552924
2008,1,CA,Total Electric Power Industry,Wind,270837
2008,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,12272
2008,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,273402
2008,1,CA,Total Electric Power Industry,Geothermal,1127003
2008,1,CA,Total Electric Power Industry,Other Biomass,185764
2008,1,CA,Total Electric Power Industry,Pumped Storage,-9322
2008,1,CA,Total Electric Power Industry,Other,52613
2008,1,CA,Total Electric Power Industry,Total,17533515
2008,1,CA,"Electric Generators, Electric Utilities",Petroleum,4617
2008,1,CA,"Electric Generators, Electric Utilities",Natural Gas,2333162
2008,1,CA,"Electric Generators, Electric Utilities",Other Gases,1118
2008,1,CA,"Electric Generators, Electric Utilities",Nuclear,2777052
2008,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1474839
2008,1,CA,"Electric Generators, Electric Utilities",Wind,13149
2008,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,57
2008,1,CA,"Electric Generators, Electric Utilities",Geothermal,81044
2008,1,CA,"Electric Generators, Electric Utilities",Other Biomass,23576
2008,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-9322
2008,1,CA,"Electric Generators, Electric Utilities",Other,0
2008,1,CA,"Electric Generators, Electric Utilities",Total,6699291
2008,1,CA,"Electric Generators, Independent Power Producers",Coal,0
2008,1,CA,"Electric Generators, Independent Power Producers",Petroleum,84596
2008,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,5466414
2008,1,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2008,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,78085
2008,1,CA,"Electric Generators, Independent Power Producers",Wind,257688
2008,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,12215
2008,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,203891
2008,1,CA,"Electric Generators, Independent Power Producers",Geothermal,1045959
2008,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,114856
2008,1,CA,"Electric Generators, Independent Power Producers",Other,4643
2008,1,CA,"Electric Generators, Independent Power Producers",Total,7268347
2008,1,CA,"Combined Heat and Power, Electric Power",Coal,166983
2008,1,CA,"Combined Heat and Power, Electric Power",Petroleum,49334
2008,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,1723551
2008,1,CA,"Combined Heat and Power, Electric Power",Other Gases,46
2008,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,19553
2008,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,15125
2008,1,CA,"Combined Heat and Power, Electric Power",Other,11056
2008,1,CA,"Combined Heat and Power, Electric Power",Total,1985648
2008,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,23
2008,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,155528
2008,1,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2008,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2008,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,32206
2008,1,CA,"Combined Heat and Power, Commercial Power",Other,0
2008,1,CA,"Combined Heat and Power, Commercial Power",Total,187758
2008,1,CA,"Combined Heat and Power, Industrial Power",Coal,39736
2008,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,10760
2008,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1112959
2008,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,142145
2008,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,49958
2008,1,CA,"Combined Heat and Power, Industrial Power",Other,36913
2008,1,CA,"Combined Heat and Power, Industrial Power",Total,1392471
2008,1,CO,Total Electric Power Industry,Coal,3213112
2008,1,CO,Total Electric Power Industry,Petroleum,2546
2008,1,CO,Total Electric Power Industry,Natural Gas,1118282
2008,1,CO,Total Electric Power Industry,Other Gases,0
2008,1,CO,Total Electric Power Industry,Hydroelectric Conventional,179955
2008,1,CO,Total Electric Power Industry,Wind,325771
2008,1,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,348
2008,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2008,1,CO,Total Electric Power Industry,Other Biomass,2954
2008,1,CO,Total Electric Power Industry,Pumped Storage,-19533
2008,1,CO,Total Electric Power Industry,Other,1032
2008,1,CO,Total Electric Power Industry,Total,4824467
2008,1,CO,"Electric Generators, Electric Utilities",Coal,3196986
2008,1,CO,"Electric Generators, Electric Utilities",Petroleum,2200
2008,1,CO,"Electric Generators, Electric Utilities",Natural Gas,404145
2008,1,CO,"Electric Generators, Electric Utilities",Other Gases,0
2008,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,165707
2008,1,CO,"Electric Generators, Electric Utilities",Wind,6781
2008,1,CO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2008,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-19533
2008,1,CO,"Electric Generators, Electric Utilities",Total,3756286
2008,1,CO,"Electric Generators, Independent Power Producers",Petroleum,304
2008,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,581678
2008,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,14248
2008,1,CO,"Electric Generators, Independent Power Producers",Wind,318990
2008,1,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,348
2008,1,CO,"Electric Generators, Independent Power Producers",Other Biomass,0
2008,1,CO,"Electric Generators, Independent Power Producers",Total,915568
2008,1,CO,"Combined Heat and Power, Electric Power",Coal,16127
2008,1,CO,"Combined Heat and Power, Electric Power",Petroleum,41
2008,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,121609
2008,1,CO,"Combined Heat and Power, Electric Power",Other Gases,0
2008,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,2954
2008,1,CO,"Combined Heat and Power, Electric Power",Total,140730
2008,1,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2008,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,9235
2008,1,CO,"Combined Heat and Power, Commercial Power",Total,9235
2008,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,1
2008,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,1616
2008,1,CO,"Combined Heat and Power, Industrial Power",Other,1032
2008,1,CO,"Combined Heat and Power, Industrial Power",Total,2649
2008,1,CT,Total Electric Power Industry,Coal,382000
2008,1,CT,Total Electric Power Industry,Petroleum,33674
2008,1,CT,Total Electric Power Industry,Natural Gas,737080
2008,1,CT,Total Electric Power Industry,Other Gases,0
2008,1,CT,Total Electric Power Industry,Nuclear,1506855
2008,1,CT,Total Electric Power Industry,Hydroelectric Conventional,43753
2008,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,177
2008,1,CT,Total Electric Power Industry,Other Biomass,55285
2008,1,CT,Total Electric Power Industry,Pumped Storage,1577
2008,1,CT,Total Electric Power Industry,Other,56654
2008,1,CT,Total Electric Power Industry,Total,2817055
2008,1,CT,"Electric Generators, Electric Utilities",Petroleum,353
2008,1,CT,"Electric Generators, Electric Utilities",Natural Gas,1049
2008,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3644
2008,1,CT,"Electric Generators, Electric Utilities",Other Biomass,0
2008,1,CT,"Electric Generators, Electric Utilities",Total,5046
2008,1,CT,"Electric Generators, Independent Power Producers",Coal,247911
2008,1,CT,"Electric Generators, Independent Power Producers",Petroleum,30821
2008,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,675318
2008,1,CT,"Electric Generators, Independent Power Producers",Other Gases,0
2008,1,CT,"Electric Generators, Independent Power Producers",Nuclear,1506855
2008,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,40110
2008,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,177
2008,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,55285
2008,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,1577
2008,1,CT,"Electric Generators, Independent Power Producers",Other,55602
2008,1,CT,"Electric Generators, Independent Power Producers",Total,2613655
2008,1,CT,"Combined Heat and Power, Electric Power",Coal,134089
2008,1,CT,"Combined Heat and Power, Electric Power",Petroleum,9
2008,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,37631
2008,1,CT,"Combined Heat and Power, Electric Power",Total,171728
2008,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,8
2008,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,3995
2008,1,CT,"Combined Heat and Power, Commercial Power",Total,4003
2008,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,2484
2008,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,19087
2008,1,CT,"Combined Heat and Power, Industrial Power",Other,1052
2008,1,CT,"Combined Heat and Power, Industrial Power",Total,22623
2008,1,DC,Total Electric Power Industry,Petroleum,2997
2008,1,DC,Total Electric Power Industry,Total,2997
2008,1,DC,"Electric Generators, Independent Power Producers",Petroleum,2997
2008,1,DC,"Electric Generators, Independent Power Producers",Total,2997
2008,1,DE,Total Electric Power Industry,Coal,593845
2008,1,DE,Total Electric Power Industry,Petroleum,35678
2008,1,DE,Total Electric Power Industry,Natural Gas,55730
2008,1,DE,Total Electric Power Industry,Other Gases,79935
2008,1,DE,Total Electric Power Industry,Other Biomass,16684
2008,1,DE,Total Electric Power Industry,Other,767
2008,1,DE,Total Electric Power Industry,Total,782639
2008,1,DE,"Electric Generators, Electric Utilities",Petroleum,81
2008,1,DE,"Electric Generators, Electric Utilities",Natural Gas,736
2008,1,DE,"Electric Generators, Electric Utilities",Total,817
2008,1,DE,"Electric Generators, Independent Power Producers",Coal,425471
2008,1,DE,"Electric Generators, Independent Power Producers",Petroleum,28365
2008,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,53287
2008,1,DE,"Electric Generators, Independent Power Producers",Other Biomass,5462
2008,1,DE,"Electric Generators, Independent Power Producers",Total,512586
2008,1,DE,"Combined Heat and Power, Electric Power",Coal,161314
2008,1,DE,"Combined Heat and Power, Electric Power",Petroleum,845
2008,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,481
2008,1,DE,"Combined Heat and Power, Electric Power",Other Biomass,11222
2008,1,DE,"Combined Heat and Power, Electric Power",Total,173862
2008,1,DE,"Combined Heat and Power, Industrial Power",Coal,7059
2008,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,6387
2008,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,1226
2008,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,79935
2008,1,DE,"Combined Heat and Power, Industrial Power",Other,767
2008,1,DE,"Combined Heat and Power, Industrial Power",Total,95374
2008,1,FL,Total Electric Power Industry,Coal,6025170
2008,1,FL,Total Electric Power Industry,Petroleum,783831
2008,1,FL,Total Electric Power Industry,Natural Gas,6932946
2008,1,FL,Total Electric Power Industry,Other Gases,636
2008,1,FL,Total Electric Power Industry,Nuclear,2823667
2008,1,FL,Total Electric Power Industry,Hydroelectric Conventional,20778
2008,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,156568
2008,1,FL,Total Electric Power Industry,Other Biomass,213900
2008,1,FL,Total Electric Power Industry,Other,252484
2008,1,FL,Total Electric Power Industry,Total,17209979
2008,1,FL,"Electric Generators, Electric Utilities",Coal,5540405
2008,1,FL,"Electric Generators, Electric Utilities",Petroleum,766948
2008,1,FL,"Electric Generators, Electric Utilities",Natural Gas,6306195
2008,1,FL,"Electric Generators, Electric Utilities",Nuclear,2823667
2008,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,20778
2008,1,FL,"Electric Generators, Electric Utilities",Other Biomass,5379
2008,1,FL,"Electric Generators, Electric Utilities",Total,15463373
2008,1,FL,"Electric Generators, Independent Power Producers",Petroleum,4561
2008,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,335511
2008,1,FL,"Electric Generators, Independent Power Producers",Other Gases,1
2008,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,14023
2008,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,147859
2008,1,FL,"Electric Generators, Independent Power Producers",Other,110174
2008,1,FL,"Electric Generators, Independent Power Producers",Total,612129
2008,1,FL,"Combined Heat and Power, Electric Power",Coal,457786
2008,1,FL,"Combined Heat and Power, Electric Power",Petroleum,291
2008,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,225220
2008,1,FL,"Combined Heat and Power, Electric Power",Other Gases,0
2008,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,10213
2008,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,19769
2008,1,FL,"Combined Heat and Power, Electric Power",Other,0
2008,1,FL,"Combined Heat and Power, Electric Power",Total,713279
2008,1,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2008,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,1732
2008,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,4052
2008,1,FL,"Combined Heat and Power, Commercial Power",Total,5784
2008,1,FL,"Combined Heat and Power, Industrial Power",Coal,26978
2008,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,12031
2008,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,64288
2008,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,634
2008,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,132332
2008,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,36841
2008,1,FL,"Combined Heat and Power, Industrial Power",Other,142310
2008,1,FL,"Combined Heat and Power, Industrial Power",Total,415414
2008,1,GA,Total Electric Power Industry,Coal,7627889
2008,1,GA,Total Electric Power Industry,Petroleum,94045
2008,1,GA,Total Electric Power Industry,Natural Gas,1223945
2008,1,GA,Total Electric Power Industry,Nuclear,3044593
2008,1,GA,Total Electric Power Industry,Hydroelectric Conventional,169652
2008,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,233457
2008,1,GA,Total Electric Power Industry,Other Biomass,5479
2008,1,GA,Total Electric Power Industry,Pumped Storage,-38914
2008,1,GA,Total Electric Power Industry,Other,5030
2008,1,GA,Total Electric Power Industry,Total,12365176
2008,1,GA,"Electric Generators, Electric Utilities",Coal,7552388
2008,1,GA,"Electric Generators, Electric Utilities",Petroleum,11438
2008,1,GA,"Electric Generators, Electric Utilities",Natural Gas,729579
2008,1,GA,"Electric Generators, Electric Utilities",Nuclear,3044593
2008,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,167731
2008,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,-38914
2008,1,GA,"Electric Generators, Electric Utilities",Total,11466814
2008,1,GA,"Electric Generators, Independent Power Producers",Petroleum,4553
2008,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,465843
2008,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,177
2008,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,1415
2008,1,GA,"Electric Generators, Independent Power Producers",Other,0
2008,1,GA,"Electric Generators, Independent Power Producers",Total,471988
2008,1,GA,"Combined Heat and Power, Electric Power",Petroleum,1064
2008,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,8426
2008,1,GA,"Combined Heat and Power, Electric Power",Total,9490
2008,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,339
2008,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2008,1,GA,"Combined Heat and Power, Commercial Power",Total,339
2008,1,GA,"Combined Heat and Power, Industrial Power",Coal,75501
2008,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,76652
2008,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,20096
2008,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1744
2008,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,233457
2008,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,4064
2008,1,GA,"Combined Heat and Power, Industrial Power",Other,5030
2008,1,GA,"Combined Heat and Power, Industrial Power",Total,416544
2008,1,HI,Total Electric Power Industry,Coal,141972
2008,1,HI,Total Electric Power Industry,Petroleum,682582
2008,1,HI,Total Electric Power Industry,Other Gases,3526
2008,1,HI,Total Electric Power Industry,Hydroelectric Conventional,14841
2008,1,HI,Total Electric Power Industry,Wind,30542
2008,1,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,0
2008,1,HI,Total Electric Power Industry,Geothermal,20574
2008,1,HI,Total Electric Power Industry,Other Biomass,16987
2008,1,HI,Total Electric Power Industry,Other,14451
2008,1,HI,Total Electric Power Industry,Total,925475
2008,1,HI,"Electric Generators, Electric Utilities",Petroleum,525169
2008,1,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3145
2008,1,HI,"Electric Generators, Electric Utilities",Wind,34
2008,1,HI,"Electric Generators, Electric Utilities",Total,528348
2008,1,HI,"Electric Generators, Independent Power Producers",Petroleum,31502
2008,1,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,4786
2008,1,HI,"Electric Generators, Independent Power Producers",Wind,30508
2008,1,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,0
2008,1,HI,"Electric Generators, Independent Power Producers",Geothermal,20574
2008,1,HI,"Electric Generators, Independent Power Producers",Total,87370
2008,1,HI,"Combined Heat and Power, Electric Power",Coal,141972
2008,1,HI,"Combined Heat and Power, Electric Power",Petroleum,112394
2008,1,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2008,1,HI,"Combined Heat and Power, Electric Power",Other,1384
2008,1,HI,"Combined Heat and Power, Electric Power",Total,255750
2008,1,HI,"Combined Heat and Power, Commercial Power",Petroleum,70
2008,1,HI,"Combined Heat and Power, Commercial Power",Other Biomass,16630
2008,1,HI,"Combined Heat and Power, Commercial Power",Other,13067
2008,1,HI,"Combined Heat and Power, Commercial Power",Total,29767
2008,1,HI,"Combined Heat and Power, Industrial Power",Petroleum,13448
2008,1,HI,"Combined Heat and Power, Industrial Power",Other Gases,3526
2008,1,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,6910
2008,1,HI,"Combined Heat and Power, Industrial Power",Other Biomass,357
2008,1,HI,"Combined Heat and Power, Industrial Power",Total,24240
2008,1,IA,Total Electric Power Industry,Coal,3643410
2008,1,IA,Total Electric Power Industry,Petroleum,19691
2008,1,IA,Total Electric Power Industry,Natural Gas,271086
2008,1,IA,Total Electric Power Industry,Nuclear,457143
2008,1,IA,Total Electric Power Industry,Hydroelectric Conventional,57178
2008,1,IA,Total Electric Power Industry,Wind,326673
2008,1,IA,Total Electric Power Industry,Other Biomass,15886
2008,1,IA,Total Electric Power Industry,Other,0
2008,1,IA,Total Electric Power Industry,Total,4791067
2008,1,IA,"Electric Generators, Electric Utilities",Coal,3537268
2008,1,IA,"Electric Generators, Electric Utilities",Petroleum,18698
2008,1,IA,"Electric Generators, Electric Utilities",Natural Gas,270716
2008,1,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,56941
2008,1,IA,"Electric Generators, Electric Utilities",Wind,195696
2008,1,IA,"Electric Generators, Electric Utilities",Other Biomass,4115
2008,1,IA,"Electric Generators, Electric Utilities",Other,0
2008,1,IA,"Electric Generators, Electric Utilities",Total,4083433
2008,1,IA,"Electric Generators, Independent Power Producers",Petroleum,240
2008,1,IA,"Electric Generators, Independent Power Producers",Natural Gas,2
