YEAR,MONTH,STATE,SECTOR_NAME,ENERGY_SOURCE,GENERATION
2013,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1621234.28
2013,1,CA,"Electric Generators, Electric Utilities",Natural Gas,3239725.53
2013,1,CA,"Electric Generators, Electric Utilities",Nuclear,1672507
2013,1,CA,"Electric Generators, Electric Utilities",Other,-116.8
2013,1,CA,"Electric Generators, Electric Utilities",Other Biomass,17745.19
2013,1,CA,"Electric Generators, Electric Utilities",Other Gases,0
2013,1,CA,"Electric Generators, Electric Utilities",Petroleum,2510.66
2013,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-32630
2013,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,5397.85
2013,1,CA,"Electric Generators, Electric Utilities",Wind,25153
2013,1,CA,"Combined Heat and Power, Industrial Power",Total,1307660.44
2013,1,CA,"Combined Heat and Power, Industrial Power",Coal,32859.9
2013,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1060414.58
2013,1,CA,"Combined Heat and Power, Industrial Power",Other,59094.94
2013,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,537.79
2013,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,110423.6
2013,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,139.11
2013,1,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,90.24
2013,1,CA,"Combined Heat and Power, Industrial Power",Wind,59.59
2013,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,44040.69
2013,1,CA,"Combined Heat and Power, Electric Power",Total,1475749.68
2013,1,CA,"Combined Heat and Power, Electric Power",Coal,32477.76
2013,1,CA,"Combined Heat and Power, Electric Power",Geothermal,26495.94
2013,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,1340162.05
2013,1,CA,"Combined Heat and Power, Electric Power",Other,9495.11
2013,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,18628.86
2013,1,CA,"Combined Heat and Power, Electric Power",Other Gases,0
2013,1,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2013,1,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,0
2013,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,48489.97
2013,1,CA,"Combined Heat and Power, Commercial Power",Total,233045.93
2013,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,376.14
2013,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,145289.06
2013,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,85822.07
2013,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,60.2
2013,1,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,1460.13
2013,1,CA,"Combined Heat and Power, Commercial Power",Wind,38.32
2013,1,CO,Total Electric Power Industry,Total,4749329.07
2013,1,CO,Total Electric Power Industry,Coal,3111699.95
2013,1,CO,Total Electric Power Industry,Hydroelectric Conventional,164209.71
2013,1,CO,Total Electric Power Industry,Natural Gas,807214.29
2013,1,CO,Total Electric Power Industry,Other,3336.05
2013,1,CO,Total Electric Power Industry,Other Biomass,6615.14
2013,1,CO,Total Electric Power Industry,Petroleum,1485.02
2013,1,CO,Total Electric Power Industry,Pumped Storage,-29443
2013,1,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,14627.24
2013,1,CO,Total Electric Power Industry,Wind,669268.01
2013,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,316.66
2013,1,CO,"Electric Generators, Independent Power Producers",Total,846463.39
2013,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7213.1
2013,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,169933.82
2013,1,CO,"Electric Generators, Independent Power Producers",Other,562.32
2013,1,CO,"Electric Generators, Independent Power Producers",Other Biomass,3671.05
2013,1,CO,"Electric Generators, Independent Power Producers",Petroleum,0
2013,1,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,13803.24
2013,1,CO,"Electric Generators, Independent Power Producers",Wind,651279.86
2013,1,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2013,1,CO,"Electric Generators, Electric Utilities",Total,3866909.18
2013,1,CO,"Electric Generators, Electric Utilities",Coal,3101665.85
2013,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,156025.76
2013,1,CO,"Electric Generators, Electric Utilities",Natural Gas,619605.79
2013,1,CO,"Electric Generators, Electric Utilities",Petroleum,1480.58
2013,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-29443
2013,1,CO,"Electric Generators, Electric Utilities",Wind,17257.55
2013,1,CO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,316.66
2013,1,CO,"Combined Heat and Power, Industrial Power",Total,4904.11
2013,1,CO,"Combined Heat and Power, Industrial Power",Coal,660.5
2013,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,1218.88
2013,1,CO,"Combined Heat and Power, Industrial Power",Other,2773.73
2013,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,4.45
2013,1,CO,"Combined Heat and Power, Industrial Power",Wind,246.55
2013,1,CO,"Combined Heat and Power, Electric Power",Total,28773.5
2013,1,CO,"Combined Heat and Power, Electric Power",Coal,9373.6
2013,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,16455.81
2013,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,2944.09
2013,1,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2013,1,CO,"Combined Heat and Power, Commercial Power",Total,2278.9
2013,1,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,970.85
2013,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,0
2013,1,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2013,1,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,824
2013,1,CO,"Combined Heat and Power, Commercial Power",Wind,484.05
2013,1,CT,Total Electric Power Industry,Total,3218935.62
2013,1,CT,Total Electric Power Industry,Coal,117951.48
2013,1,CT,Total Electric Power Industry,Hydroelectric Conventional,34363.26
2013,1,CT,Total Electric Power Industry,Natural Gas,1290954.35
2013,1,CT,Total Electric Power Industry,Nuclear,1570408
2013,1,CT,Total Electric Power Industry,Other,55750.99
2013,1,CT,Total Electric Power Industry,Other Biomass,51263.58
2013,1,CT,Total Electric Power Industry,Petroleum,92826.81
2013,1,CT,Total Electric Power Industry,Pumped Storage,5239
2013,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,178.15
2013,1,CT,"Electric Generators, Independent Power Producers",Total,3124229.14
2013,1,CT,"Electric Generators, Independent Power Producers",Coal,117951.48
2013,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,31291.21
2013,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,1207321.68
2013,1,CT,"Electric Generators, Independent Power Producers",Nuclear,1570408
2013,1,CT,"Electric Generators, Independent Power Producers",Other,53332.4
2013,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,48746.12
2013,1,CT,"Electric Generators, Independent Power Producers",Petroleum,89939.25
2013,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,5239
2013,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2013,1,CT,"Electric Generators, Electric Utilities",Total,5643.15
2013,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3072.05
2013,1,CT,"Electric Generators, Electric Utilities",Natural Gas,1001
2013,1,CT,"Electric Generators, Electric Utilities",Petroleum,1570.1
2013,1,CT,"Combined Heat and Power, Industrial Power",Total,51442.78
2013,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,50920.01
2013,1,CT,"Combined Heat and Power, Industrial Power",Other,0
2013,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,522.77
2013,1,CT,"Combined Heat and Power, Electric Power",Total,7931.83
2013,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,7541.07
2013,1,CT,"Combined Heat and Power, Electric Power",Petroleum,390.76
2013,1,CT,"Combined Heat and Power, Commercial Power",Total,29688.73
2013,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,24170.59
2013,1,CT,"Combined Heat and Power, Commercial Power",Other,2418.59
2013,1,CT,"Combined Heat and Power, Commercial Power",Other Biomass,2517.46
2013,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,403.94
2013,1,CT,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,178.15
2013,1,DC,Total Electric Power Industry,Total,5047.78
2013,1,DC,Total Electric Power Industry,Natural Gas,5047.78
2013,1,DC,Total Electric Power Industry,Petroleum,0
2013,1,DC,"Combined Heat and Power, Commercial Power",Total,5047.78
2013,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5047.78
2013,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0
2013,1,DE,Total Electric Power Industry,Total,491566.18
2013,1,DE,Total Electric Power Industry,Coal,93088.64
2013,1,DE,Total Electric Power Industry,Natural Gas,372973.66
2013,1,DE,Total Electric Power Industry,Other Biomass,5089.46
2013,1,DE,Total Electric Power Industry,Other Gases,10427.43
2013,1,DE,Total Electric Power Industry,Petroleum,7399.85
2013,1,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,2038.01
2013,1,DE,Total Electric Power Industry,Wind,549.13
2013,1,DE,"Electric Generators, Independent Power Producers",Total,399510.85
2013,1,DE,"Electric Generators, Independent Power Producers",Coal,93088.64
2013,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,292098.18
2013,1,DE,"Electric Generators, Independent Power Producers",Other Biomass,5089.46
2013,1,DE,"Electric Generators, Independent Power Producers",Petroleum,7196.56
2013,1,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2038.01
2013,1,DE,"Electric Generators, Electric Utilities",Total,1576.9
2013,1,DE,"Electric Generators, Electric Utilities",Natural Gas,1509.17
2013,1,DE,"Electric Generators, Electric Utilities",Petroleum,67.73
2013,1,DE,"Combined Heat and Power, Industrial Power",Total,90127
2013,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,79699.57
2013,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,10427.43
2013,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2013,1,DE,"Combined Heat and Power, Electric Power",Total,-197.71
2013,1,DE,"Combined Heat and Power, Electric Power",Coal,0
2013,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,-333.26
2013,1,DE,"Combined Heat and Power, Electric Power",Other Biomass,0
2013,1,DE,"Combined Heat and Power, Electric Power",Petroleum,135.55
2013,1,DE,"Combined Heat and Power, Commercial Power",Total,549.13
2013,1,DE,"Combined Heat and Power, Commercial Power",Wind,549.13
2013,1,FL,Total Electric Power Industry,Total,16383076.68
2013,1,FL,Total Electric Power Industry,Coal,3255454.71
2013,1,FL,Total Electric Power Industry,Hydroelectric Conventional,21787.75
2013,1,FL,Total Electric Power Industry,Natural Gas,10264780.25
2013,1,FL,Total Electric Power Industry,Nuclear,2100750
2013,1,FL,Total Electric Power Industry,Other,291885.84
2013,1,FL,Total Electric Power Industry,Other Biomass,217340.79
2013,1,FL,Total Electric Power Industry,Other Gases,483.53
2013,1,FL,Total Electric Power Industry,Petroleum,35541.96
2013,1,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,10978.97
2013,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,184072.89
2013,1,FL,"Electric Generators, Independent Power Producers",Total,552866.71
2013,1,FL,"Electric Generators, Independent Power Producers",Coal,0
2013,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,241906.1
2013,1,FL,"Electric Generators, Independent Power Producers",Other,128197.01
2013,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,152164.79
2013,1,FL,"Electric Generators, Independent Power Producers",Petroleum,-28.84
2013,1,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2003.54
2013,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,28624.1
2013,1,FL,"Electric Generators, Electric Utilities",Total,15004334.49
2013,1,FL,"Electric Generators, Electric Utilities",Coal,3238109.73
2013,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,21787.75
2013,1,FL,"Electric Generators, Electric Utilities",Natural Gas,9593901.78
2013,1,FL,"Electric Generators, Electric Utilities",Nuclear,2100750
2013,1,FL,"Electric Generators, Electric Utilities",Other Biomass,7730.95
2013,1,FL,"Electric Generators, Electric Utilities",Petroleum,33171.29
2013,1,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,8883
2013,1,FL,"Combined Heat and Power, Industrial Power",Total,500083.39
2013,1,FL,"Combined Heat and Power, Industrial Power",Coal,17344.97
2013,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,122806.15
2013,1,FL,"Combined Heat and Power, Industrial Power",Other,163688.84
2013,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,37920.13
2013,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,483.53
2013,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,2390.98
2013,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,155448.8
2013,1,FL,"Combined Heat and Power, Electric Power",Total,320406.64
2013,1,FL,"Combined Heat and Power, Electric Power",Coal,0
2013,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,303967.98
2013,1,FL,"Combined Heat and Power, Electric Power",Other,0
2013,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,16430.14
2013,1,FL,"Combined Heat and Power, Electric Power",Petroleum,8.53
2013,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2013,1,FL,"Combined Heat and Power, Commercial Power",Total,5385.45
2013,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,2198.23
2013,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,3094.79
2013,1,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2013,1,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,92.43
2013,1,GA,Total Electric Power Industry,Total,10190249.87
2013,1,GA,Total Electric Power Industry,Coal,3251938.22
2013,1,GA,Total Electric Power Industry,Hydroelectric Conventional,231375.71
2013,1,GA,Total Electric Power Industry,Natural Gas,3379466.63
2013,1,GA,Total Electric Power Industry,Nuclear,3044603
2013,1,GA,Total Electric Power Industry,Other,5858.71
2013,1,GA,Total Electric Power Industry,Other Biomass,28735.58
2013,1,GA,Total Electric Power Industry,Petroleum,23890.69
2013,1,GA,Total Electric Power Industry,Pumped Storage,-55927
2013,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,209.61
2013,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,280098.72
2013,1,GA,"Electric Generators, Independent Power Producers",Total,941805.09
2013,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,846.17
2013,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,921974.95
2013,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,7485.43
2013,1,GA,"Electric Generators, Independent Power Producers",Petroleum,155.61
2013,1,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,65.94
2013,1,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,11277
2013,1,GA,"Electric Generators, Electric Utilities",Total,8819412.2
2013,1,GA,"Electric Generators, Electric Utilities",Coal,3204352.58
2013,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,229074.09
2013,1,GA,"Electric Generators, Electric Utilities",Natural Gas,2400239.62
2013,1,GA,"Electric Generators, Electric Utilities",Nuclear,3044603
2013,1,GA,"Electric Generators, Electric Utilities",Other Biomass,0
2013,1,GA,"Electric Generators, Electric Utilities",Petroleum,-2930.09
2013,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,-55927
2013,1,GA,"Combined Heat and Power, Industrial Power",Total,427142.32
2013,1,GA,"Combined Heat and Power, Industrial Power",Coal,47585.64
2013,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1455.45
2013,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,57252.07
2013,1,GA,"Combined Heat and Power, Industrial Power",Other,5858.71
2013,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,19648.47
2013,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,26520.27
